set_label,set_number,set_stage,set_mutator,patch,trait_api_name,trait_name,breakpoints,desc_resolved,desc_raw,effects_json
Set 10,10,base,TFTSet10,14.5,Set10_Hyperpop,Hyperpop,1|2|3|4,"When Hyperpop champions use an Ability, they grant Mana and @BuffDuration@ seconds of Attack Speed to their @NumOfAllies@ closest allies.
(1) 5 (scaleMana) and 10% (scaleAS)
(2) 10 (scaleMana) and 20% (scaleAS)
(3) 15 (scaleMana) and 35% (scaleAS)
(4) 20 (scaleMana) and 60% (scaleAS)","When Hyperpop champions use an Ability, they grant Mana and @BuffDuration@ seconds of Attack Speed to their @NumOfAllies@ closest allies.<br><br><expandRow>(@MinUnits@) @Mana@ %i:scaleMana% and @AS*100@% %i:scaleAS%</expandRow>","[{""maxUnits"": 1, ""minUnits"": 1, ""style"": 1, ""variables"": {""AS"": 0.10000000149011612, ""BuffDuration"": 4.0, ""Mana"": 5.0, ""NumOfAllies"": 2.0}}, {""maxUnits"": 2, ""minUnits"": 2, ""style"": 4, ""variables"": {""AS"": 0.20000000298023224, ""BuffDuration"": 4.0, ""Mana"": 10.0, ""NumOfAllies"": 2.0}}, {""maxUnits"": 3, ""minUnits"": 3, ""style"": 4, ""variables"": {""AS"": 0.3499999940395355, ""BuffDuration"": 4.0, ""Mana"": 15.0, ""NumOfAllies"": 2.0}}, {""maxUnits"": 25000, ""minUnits"": 4, ""style"": 4, ""variables"": {""AS"": 0.6000000238418579, ""BuffDuration"": 4.0, ""Mana"": 20.0, ""NumOfAllies"": 2.0}}]"
Set 10,10,base,TFTSet10,14.5,Set10_IllBeats,ILLBEATS,1,"(unique) Gain @1Star@/@2Star@/@3Star@ placeable Spirit Tentacles, based on Illaoi's star level. Tentacles gain Illaoi's bonus Armor and Magic Resist.","(unique) Gain @1Star@/@2Star@/@3Star@ placeable Spirit Tentacles, based on Illaoi's star level. Tentacles gain Illaoi's bonus Armor and Magic Resist.","[{""maxUnits"": 1, ""minUnits"": 1, ""style"": 6, ""variables"": {""1Star"": 2.0, ""2Star"": 2.0, ""3Star"": 8.0}}]"
Set 10,10,base,TFTSet10,14.5,Set10_Jazz,Jazz,2|3|4,"For each active trait (except uniques), your team gains bonus Health and deals bonus damage.
(2) 1.5% (scaleHealth), 1% Damage
(3) 2.5% (scaleHealth), 1.5% Damage
(4) 4% (scaleHealth), 2% DamageBonus Health: @TFTUnitProperty.trait:TFT10_Trait_Jazz_TraitTracker_CurrentBonus@%Bonus Damage: @TFTUnitProperty.trait:TFT10_Trait_Jazz_TraitTracker_CurrentBonus_Damage@%","For each active trait (except uniques), your team gains bonus Health and deals bonus damage.<br><br><expandRow>(@MinUnits@) @BonusHealth*100@% %i:scaleHealth%, @BonusDamage*100@% Damage</expandRow><br><br>Bonus Health: @TFTUnitProperty.trait:TFT10_Trait_Jazz_TraitTracker_CurrentBonus@%<br>Bonus Damage: @TFTUnitProperty.trait:TFT10_Trait_Jazz_TraitTracker_CurrentBonus_Damage@%","[{""maxUnits"": 2, ""minUnits"": 2, ""style"": 1, ""variables"": {""BonusDamage"": 0.009999999776482582, ""BonusHealth"": 0.014999999664723873}}, {""maxUnits"": 3, ""minUnits"": 3, ""style"": 3, ""variables"": {""BonusDamage"": 0.014999999664723873, ""BonusHealth"": 0.02500000037252903}}, {""maxUnits"": 25000, ""minUnits"": 4, ""style"": 4, ""variables"": {""BonusDamage"": 0.019999999552965164, ""BonusHealth"": 0.03999999910593033}}]"
Set 10,10,base,TFTSet10,14.5,Set10_KDA,K/DA,3|5|7|10,"Your team gains max Health, Ability Power, and Attack Damage if they are in a lighted hex. K/DA champions gain double!(@MinUnits@) @BonusMaxHealth*100@% max (scaleHealth), @BonusAP@% (scaleAP)(scaleAD)(@MinUnits@) @BonusMaxHealth*100@% max (scaleHealth), @BonusAP@% (scaleAP)(scaleAD)(@MinUnits@) @BonusMaxHealth*100@% max (scaleHealth), @BonusAP@% (scaleAP)(scaleAD)(@MinUnits@) @BonusMaxHealth*100@% max (scaleHealth), @BonusAP@% (scaleAP)(scaleAD), @ManaPerSecond@ mana per second","Your team gains max Health, Ability Power, and Attack Damage if they are in a lighted hex. K/DA champions gain double!<br><br><row>(@MinUnits@) @BonusMaxHealth*100@% max %i:scaleHealth%, @BonusAP@%&nbsp;%i:scaleAP%%i:scaleAD%</row><br><row>(@MinUnits@) @BonusMaxHealth*100@% max %i:scaleHealth%, @BonusAP@%&nbsp;%i:scaleAP%%i:scaleAD%</row><br><row>(@MinUnits@) @BonusMaxHealth*100@% max %i:scaleHealth%, @BonusAP@%&nbsp;%i:scaleAP%%i:scaleAD%</row><br><row>(@MinUnits@) @BonusMaxHealth*100@% max %i:scaleHealth%, @BonusAP@%&nbsp;%i:scaleAP%%i:scaleAD%, @ManaPerSecond@ mana per second </row>","[{""maxUnits"": 4, ""minUnits"": 3, ""style"": 1, ""variables"": {""BonusAP"": 9.0, ""BonusMaxHealth"": 0.09000000357627869, ""ManaPerSecond"": null, ""{158db106}"": 2.0}}, {""maxUnits"": 6, ""minUnits"": 5, ""style"": 3, ""variables"": {""BonusAP"": 15.0, ""BonusMaxHealth"": 0.15000000596046448, ""ManaPerSecond"": null, ""{158db106}"": 2.0}}, {""maxUnits"": 9, ""minUnits"": 7, ""style"": 4, ""variables"": {""BonusAP"": 27.0, ""BonusMaxHealth"": 0.27000001072883606, ""ManaPerSecond"": null, ""{158db106}"": 2.0}}, {""maxUnits"": 25000, ""minUnits"": 10, ""style"": 5, ""variables"": {""BonusAP"": 45.0, ""BonusMaxHealth"": 0.44999998807907104, ""ManaPerSecond"": 10.0, ""{158db106}"": 2.0}}]"
Set 10,10,base,TFTSet10,14.5,Set10_Classical,Maestro,1,"(unique) The Maestro always attacks at a fixed pace, converting @BonusAttackSpeed@% bonus Attack Speed into @BonusAttackDamage@% Attack Damage.","(unique) The Maestro always attacks at a fixed pace, converting @BonusAttackSpeed@% bonus Attack Speed into @BonusAttackDamage@% Attack Damage. ","[{""maxUnits"": 25000, ""minUnits"": 1, ""style"": 6, ""variables"": {""BonusAttackDamage"": 0.699999988079071, ""BonusAttackSpeed"": 1.0, ""ManaPerAttack"": 10.0, ""{3c4f17cb}"": 0.8999999761581421, ""{48d42308}"": 2.0}}]"
Set 10,10,base,TFTSet10,14.5,Set10_DJ,Mixmaster,1,(unique) Choose a mode that changes the Mixmaster's attacks and Ability!,(unique) Choose a mode that changes the Mixmaster's attacks and Ability!,"[{""maxUnits"": 25000, ""minUnits"": 1, ""style"": 6, ""variables"": {}}]"
Set 10,10,base,TFTSet10,14.5,Set10_Fighter,Mosher,2|4|6|8,"Moshers gain Attack Speed and Omnivamp, which increases up to @AmountIncrease*100@% based on their missing Health. 
(2) 20% (scaleAS), 10% Omnivamp 
(4) 40% (scaleAS), 15% Omnivamp 
(6) 70% (scaleAS), 20% Omnivamp 
(8) 125% (scaleAS), 30% Omnivamp Omnivamp: Heal for percentage of damage dealt","Moshers gain Attack Speed and <TFTKeyword>Omnivamp</TFTKeyword>, which increases up to @AmountIncrease*100@% based on their missing Health. <br><br><expandRow>(@MinUnits@) @FighterAS@% %i:scaleAS%, @FighterVamp@% Omnivamp </expandRow><br><br><rules>Omnivamp: Heal for percentage of damage dealt</rules>","[{""maxUnits"": 3, ""minUnits"": 2, ""style"": 1, ""variables"": {""AmountIncrease"": 1.0, ""FighterAS"": 20.0, ""FighterVamp"": 10.0}}, {""maxUnits"": 5, ""minUnits"": 4, ""style"": 3, ""variables"": {""AmountIncrease"": 1.0, ""FighterAS"": 40.0, ""FighterVamp"": 15.0}}, {""maxUnits"": 7, ""minUnits"": 6, ""style"": 4, ""variables"": {""AmountIncrease"": 1.0, ""FighterAS"": 70.0, ""FighterVamp"": 20.0}}, {""maxUnits"": 25000, ""minUnits"": 8, ""style"": 4, ""variables"": {""AmountIncrease"": 1.0, ""FighterAS"": 125.0, ""FighterVamp"": 30.0}}]"
Set 10,10,base,TFTSet10,14.5,Set10_Pentakill,Pentakill,3|5|7|10,"Pentakill champions reduce incoming damage by 15% and deal bonus damage. For each champion kill, a Pentakill champion rocks out and increases their damage bonus by @Kill_Bonus*100@%.On the @Kill_Count@th kill, all Pentakill champions rock out and your team gains @Attack_Speed*100@% Attack Speed.(@MinUnits@) @Bonus_Damage*100@% bonus damage(@MinUnits@) @Bonus_Damage*100@% bonus damage(@MinUnits@) @Bonus_Damage*100@% bonus damage(@MinUnits@) 50% damage reduction and @Bonus_Damage*100@% bonus damage","Pentakill champions reduce incoming damage by 15% and deal bonus damage. For each champion kill, a Pentakill champion rocks out and increases their damage bonus by @Kill_Bonus*100@%.<br><br>On the @Kill_Count@th kill, all Pentakill champions rock out and your team gains @Attack_Speed*100@% Attack Speed.<br><br><row>(@MinUnits@) @Bonus_Damage*100@% bonus damage</row><br><row>(@MinUnits@) @Bonus_Damage*100@% bonus damage</row><br><row>(@MinUnits@) @Bonus_Damage*100@% bonus damage</row><br><row>(@MinUnits@) 50% damage reduction and @Bonus_Damage*100@% bonus damage</row>","[{""maxUnits"": 4, ""minUnits"": 3, ""style"": 1, ""variables"": {""Attack_Speed"": 0.5, ""BONUS_DAMAGE"": 0.15000000596046448, ""Kill_Bonus"": 0.25, ""Kill_Count"": 5.0, ""{0082059a}"": 0.15000000596046448}}, {""maxUnits"": 6, ""minUnits"": 5, ""style"": 3, ""variables"": {""Attack_Speed"": 0.5, ""BONUS_DAMAGE"": 0.30000001192092896, ""Kill_Bonus"": 0.25, ""Kill_Count"": 5.0, ""{0082059a}"": 0.15000000596046448}}, {""maxUnits"": 9, ""minUnits"": 7, ""style"": 4, ""variables"": {""Attack_Speed"": 0.5, ""BONUS_DAMAGE"": 0.44999998807907104, ""Kill_Bonus"": 0.25, ""Kill_Count"": 5.0, ""{0082059a}"": 0.15000000596046448}}, {""maxUnits"": 25000, ""minUnits"": 10, ""style"": 5, ""variables"": {""Attack_Speed"": 0.5, ""BONUS_DAMAGE"": 0.9900000095367432, ""Kill_Bonus"": 0.25, ""Kill_Count"": 5.0, ""{0082059a}"": 0.5}}]"
Set 10,10,base,TFTSet10,14.5,Set10_PunkRock,Punk,2|4|6,"Punks gain bonus Health and Attack Damage, which increases by 1% every time you spend gold on a Shop reroll.After Punks fight in combat, your 1st Shop reroll costs 1 gold and grants @FIRST_ROLL_BONUS@% bonus instead!
(2) 180 (scaleHealth) and 18% (scaleAD)
(4) 300 (scaleHealth) and 30% (scaleAD)
(6) 420 (scaleHealth) and 42% (scaleAD)Current Bonus: @TFTUnitProperty.trait:TFT10_Punk_CurrentBonus@%@TFTUnitProperty.trait:TFT10_Punk_CurrentHealthBonus@ (scaleHealth) and @TFTUnitProperty.trait:TFT10_Punk_CurrentADBonus@% (scaleAD)","Punks gain bonus Health and Attack Damage, which increases by 1% every time you spend gold on a Shop reroll.<br><br>After Punks fight in combat, your 1st Shop reroll costs 1 gold and grants @FIRST_ROLL_BONUS@% bonus instead!<br><br><expandRow>(@MinUnits@) @BONUS_HEALTH@ %i:scaleHealth% and @BONUS_AD_AP*100@% %i:scaleAD%</expandRow><br><br>Current Bonus: @TFTUnitProperty.trait:TFT10_Punk_CurrentBonus@%<br>@TFTUnitProperty.trait:TFT10_Punk_CurrentHealthBonus@ %i:scaleHealth% and @TFTUnitProperty.trait:TFT10_Punk_CurrentADBonus@% %i:scaleAD%","[{""maxUnits"": 3, ""minUnits"": 2, ""style"": 1, ""variables"": {""BONUS_AD_AP"": 0.18000000715255737, ""BONUS_HEALTH"": 180.0, ""FIRST_ROLL_BONUS"": 3.0, ""{6f204280}"": 1.0}}, {""maxUnits"": 5, ""minUnits"": 4, ""style"": 4, ""variables"": {""BONUS_AD_AP"": 0.30000001192092896, ""BONUS_HEALTH"": 300.0, ""FIRST_ROLL_BONUS"": 3.0, ""{6f204280}"": 1.0}}, {""maxUnits"": 25000, ""minUnits"": 6, ""style"": 4, ""variables"": {""BONUS_AD_AP"": 0.41999998688697815, ""BONUS_HEALTH"": 420.0, ""FIRST_ROLL_BONUS"": 3.0, ""{6f204280}"": 1.0}}]"
Set 10,10,base,TFTSet10,14.5,Set10_Quickshot,Rapidfire,2|4|6,"Your team gains @TeamwideAttackSpeed*100@% Attack Speed.Rapidfire champions gain more on every attack, up to @MaxStacks@ stacks.
(2) 4% (scaleAS)
(4) 9% (scaleAS)
(6) 16% (scaleAS)","Your team gains @TeamwideAttackSpeed*100@% Attack Speed.<br><br>Rapidfire champions gain more on every attack, up to @MaxStacks@ stacks.<br><br><expandRow>(@MinUnits@) @PercentAS*100@% %i:scaleAS%</expandRow>","[{""maxUnits"": 3, ""minUnits"": 2, ""style"": 1, ""variables"": {""MaxStacks"": 10.0, ""PercentAS"": 0.03999999910593033, ""TeamwideAttackSpeed"": 0.10000000149011612}}, {""maxUnits"": 5, ""minUnits"": 4, ""style"": 3, ""variables"": {""MaxStacks"": 10.0, ""PercentAS"": 0.09000000357627869, ""TeamwideAttackSpeed"": 0.10000000149011612}}, {""maxUnits"": 25000, ""minUnits"": 6, ""style"": 4, ""variables"": {""MaxStacks"": 10.0, ""PercentAS"": 0.1599999964237213, ""TeamwideAttackSpeed"": 0.10000000149011612}}]"
Set 10,10,base,TFTSet10,14.5,Set10_Sentinel,Sentinel,2|4|6|8,"Your team gains Armor and Magic Resist. Sentinels gain double.
(2) 16 (scaleArmor), 16 (scaleMR)
(4) 35 (scaleArmor), 35 (scaleMR)
(6) 55 (scaleArmor), 55 (scaleMR)
(8) 100 (scaleArmor), 100 (scaleMR)","Your team gains Armor and Magic Resist. Sentinels gain double.<br><br><expandRow>(@MinUnits@) @BonusArmor@ %i:scaleArmor%, @BonusArmor@ %i:scaleMR%</expandRow>","[{""maxUnits"": 3, ""minUnits"": 2, ""style"": 1, ""variables"": {""BonusArmor"": 16.0, ""{a624ed1a}"": 32.0}}, {""maxUnits"": 5, ""minUnits"": 4, ""style"": 3, ""variables"": {""BonusArmor"": 35.0, ""{a624ed1a}"": 70.0}}, {""maxUnits"": 7, ""minUnits"": 6, ""style"": 4, ""variables"": {""BonusArmor"": 55.0, ""{a624ed1a}"": 110.0}}, {""maxUnits"": 25000, ""minUnits"": 8, ""style"": 4, ""variables"": {""BonusArmor"": 100.0, ""{a624ed1a}"": 200.0}}]"
Set 10,10,base,TFTSet10,14.5,Set10_Spellweaver,Spellweaver,3|5|7|9,"Your team gains @TeamwideAP@ Ability Power. Spellweavers gain more, plus extra Ability Power whenever a Spellweaver casts an Ability.
(3) +20 (scaleAP), +1 (scaleAP) per cast
(5) +35 (scaleAP), +2 (scaleAP) per cast
(7) +80 (scaleAP), +4 (scaleAP) per cast
(9) +130 (scaleAP), +6 (scaleAP) per cast","Your team gains @TeamwideAP@ Ability Power. Spellweavers gain more, plus extra Ability Power whenever a Spellweaver casts an Ability.<br><br><expandRow>(@MinUnits@) +@AP@ %i:scaleAP%, +@BonusAP@ %i:scaleAP% per cast</expandRow>","[{""maxUnits"": 4, ""minUnits"": 3, ""style"": 1, ""variables"": {""AP"": 20.0, ""BonusAP"": 1.0, ""TeamwideAP"": 15.0}}, {""maxUnits"": 6, ""minUnits"": 5, ""style"": 3, ""variables"": {""AP"": 35.0, ""BonusAP"": 2.0, ""TeamwideAP"": 15.0}}, {""maxUnits"": 8, ""minUnits"": 7, ""style"": 4, ""variables"": {""AP"": 80.0, ""BonusAP"": 4.0, ""TeamwideAP"": 15.0}}, {""maxUnits"": 25000, ""minUnits"": 9, ""style"": 4, ""variables"": {""AP"": 130.0, ""BonusAP"": 6.0, ""TeamwideAP"": 15.0}}]"
Set 10,10,base,TFTSet10,14.5,Set10_Superfan,Superfan,3|4|5,Superfans improve your Headliner! (@MinUnits@) Headliner gets a completed item (@MinUnits@) Headliner gets @HealthBonus@ (scaleHealth) and @OmnivampBonus*100@% Omnivamp (@MinUnits@) Item upgrades to radiantOmnivamp: Heal for percentage of damage dealt,Superfans improve your Headliner!<br><br><row> (@MinUnits@) Headliner gets a completed item</row><br><row> (@MinUnits@) Headliner gets @HealthBonus@ %i:scaleHealth% and @OmnivampBonus*100@% <TFTKeyword>Omnivamp</TFTKeyword></row><br><row> (@MinUnits@) Item upgrades to radiant</row><br><br><rules>Omnivamp: Heal for percentage of damage dealt</rules>,"[{""maxUnits"": 3, ""minUnits"": 3, ""style"": 1, ""variables"": {""HealthBonus"": 250.0, ""OmnivampBonus"": 0.15000000596046448}}, {""maxUnits"": 4, ""minUnits"": 4, ""style"": 3, ""variables"": {""HealthBonus"": 250.0, ""OmnivampBonus"": 0.15000000596046448}}, {""maxUnits"": 25000, ""minUnits"": 5, ""style"": 4, ""variables"": {""HealthBonus"": 250.0, ""OmnivampBonus"": 0.15000000596046448}}]"
Set 10,10,base,TFTSet10,14.5,Set10_TrueDamage,True Damage,2|4|6|9,"True Damage champions deal bonus true damage. If they are holding an item, they gain a unique Bling Bonus for their Ability.(@MinUnits@) @BONUS_DAMAGE*100@% damage(@MinUnits@) @BONUS_DAMAGE*100@% damage(@MinUnits@) @BONUS_DAMAGE*100@% damage(@MinUnits@) @BONUS_DAMAGE*100@% damage, Bling Bonuses go Platinum!","True Damage champions deal bonus true damage. If they are holding an item, they gain a unique Bling Bonus for their Ability.<br><br><row>(@MinUnits@) <trueDamage>@BONUS_DAMAGE*100@%</trueDamage> damage</row><br><row>(@MinUnits@) <trueDamage>@BONUS_DAMAGE*100@%</trueDamage> damage</row><br><row>(@MinUnits@) <trueDamage>@BONUS_DAMAGE*100@%</trueDamage> damage</row><br><row>(@MinUnits@) <trueDamage>@BONUS_DAMAGE*100@%</trueDamage> damage, Bling Bonuses go&nbsp;Platinum!</row>","[{""maxUnits"": 3, ""minUnits"": 2, ""style"": 1, ""variables"": {""BLING_BONUS"": 1.0, ""BONUS_DAMAGE"": 0.15000000596046448, ""{d1eaafe0}"": null}}, {""maxUnits"": 5, ""minUnits"": 4, ""style"": 3, ""variables"": {""BLING_BONUS"": 1.0, ""BONUS_DAMAGE"": 0.30000001192092896, ""{d1eaafe0}"": null}}, {""maxUnits"": 8, ""minUnits"": 6, ""style"": 4, ""variables"": {""BLING_BONUS"": 1.0, ""BONUS_DAMAGE"": 0.44999998807907104, ""{d1eaafe0}"": null}}, {""maxUnits"": 25000, ""minUnits"": 9, ""style"": 5, ""variables"": {""BLING_BONUS"": 1.0, ""BONUS_DAMAGE"": 0.9900000095367432, ""{d1eaafe0}"": 1.0}}]"
Set 10,10,base,TFTSet10,14.5,Set10_TwoSides,Wildcard,1,"(unique) If you win player combat, Kayn becomes the Shadow Assassin. If not, he becomes Rhaast. You receive a reward based on his form every time he kills @NumOfKills@ enemy champions. Shadow Assassin: @AssassinGoldPerKill@gRhaast: @RhaastPlayerHealthPerKill@ player health","(unique) If you win player combat, Kayn becomes the Shadow Assassin. If not, he becomes Rhaast. You receive a reward based on his form every time he kills @NumOfKills@ enemy champions. <br><br><TFTBonus enabled=TFT10_WildcardShadowAssassin alternate=rules>Shadow Assassin: @AssassinGoldPerKill@g</TFTBonus><br><TFTBonus enabled=TFT10_WildcardRhaast alternate=rules>Rhaast: @RhaastPlayerHealthPerKill@ player health</TFTBonus>","[{""maxUnits"": 25000, ""minUnits"": 1, ""style"": 6, ""variables"": {""AssassinGoldPerKill"": 5.0, ""NumOfKills"": 2.0, ""RhaastPlayerHealthPerKill"": 2.0}}]"
Set 11,11,base,TFTSet11,14.15,TFT11_Altruist,Altruist,2|3|4,"Altruists heal the lowest Health ally for @PercentDamageToHeal*100@% of damage they deal. Your team gains Armor and Magic Resist.
(2) 10 (scaleArmor)(scaleMR)
(3) 20 (scaleArmor)(scaleMR)
(4) 40 (scaleArmor)(scaleMR)",Altruists heal the lowest Health ally for @PercentDamageToHeal*100@% of damage they deal. Your team gains Armor and Magic Resist.<br><br><expandRow>(@MinUnits@) @Resists@&nbsp;%i:scaleArmor%%i:scaleMR%</expandRow>,"[{""maxUnits"": 2, ""minUnits"": 2, ""style"": 1, ""variables"": {""PercentDamageToHeal"": 0.15000000596046448, ""Resists"": 10.0}}, {""maxUnits"": 3, ""minUnits"": 3, ""style"": 3, ""variables"": {""PercentDamageToHeal"": 0.15000000596046448, ""Resists"": 20.0}}, {""maxUnits"": 25000, ""minUnits"": 4, ""style"": 4, ""variables"": {""PercentDamageToHeal"": 0.15000000596046448, ""Resists"": 40.0}}]"
Set 11,11,base,TFTSet11,14.15,TFT11_Arcanist,Arcanist,2|4|6|8,Arcanists gain Ability Power and grant Ability Power to allies.(@MinUnits@) @TeamAbilityPower@ (scaleAP) to all allies.(@MinUnits@) @ArcanistAbilityPower@ (scaleAP) for Arcanists; @TeamAbilityPower@ (scaleAP) for others(@MinUnits@) @ArcanistAbilityPower@ (scaleAP) for Arcanists; @TeamAbilityPower@ (scaleAP) for others(@MinUnits@) @ArcanistAbilityPower@ (scaleAP) for Arcanists; @TeamAbilityPower@ (scaleAP) for others,Arcanists gain Ability&nbsp;Power and grant Ability&nbsp;Power to allies.<br><br><row>(@MinUnits@) @TeamAbilityPower@&nbsp;%i:scaleAP% to all allies.</row><br><row>(@MinUnits@) @ArcanistAbilityPower@&nbsp;%i:scaleAP% for Arcanists; @TeamAbilityPower@&nbsp;%i:scaleAP% for others</row><br><row>(@MinUnits@) @ArcanistAbilityPower@&nbsp;%i:scaleAP% for Arcanists; @TeamAbilityPower@&nbsp;%i:scaleAP% for others</row><br><row>(@MinUnits@) @ArcanistAbilityPower@&nbsp;%i:scaleAP% for Arcanists; @TeamAbilityPower@&nbsp;%i:scaleAP% for others</row>,"[{""maxUnits"": 3, ""minUnits"": 2, ""style"": 1, ""variables"": {""ArcanistAbilityPower"": 20.0, ""TeamAbilityPower"": 20.0}}, {""maxUnits"": 5, ""minUnits"": 4, ""style"": 3, ""variables"": {""ArcanistAbilityPower"": 50.0, ""TeamAbilityPower"": 20.0}}, {""maxUnits"": 7, ""minUnits"": 6, ""style"": 4, ""variables"": {""ArcanistAbilityPower"": 90.0, ""TeamAbilityPower"": 50.0}}, {""maxUnits"": 25000, ""minUnits"": 8, ""style"": 4, ""variables"": {""ArcanistAbilityPower"": 135.0, ""TeamAbilityPower"": 135.0}}]"
Set 11,11,base,TFTSet11,14.15,TFT11_Artist,Artist,1,The Artist paints the champion you place in a special bench slot. Get a 1-star copy of the champion placed there when the Artist's work is complete.Rounds to Complete = Unit Cost,The Artist paints the champion you place in a special bench slot. Get a 1-star copy of the champion placed there when the Artist's work is complete.<br><br><TFTBonus>Rounds to Complete&nbsp;= Unit Cost</TFTBonus>,"[{""maxUnits"": 25000, ""minUnits"": 1, ""style"": 6, ""variables"": {""ExtraTurns"": null}}]"
Set 11,11,base,TFTSet11,14.15,TFT11_Behemoth,Behemoth,2|4|6|8,"Behemoths gain increased Armor and Magic Resist. Whenever a Behemoth dies, the nearest Behemoth gains @BonusPercent*100@% more for @Duration@ seconds.
(2) 25 (scaleArmor)(scaleMR)
(4) 55 (scaleArmor)(scaleMR)
(6) 85 (scaleArmor)(scaleMR)
(8) 115 (scaleArmor)(scaleMR)","Behemoths gain increased Armor and Magic&nbsp;Resist. Whenever a Behemoth dies, the nearest Behemoth gains @BonusPercent*100@% more for @Duration@ seconds.<br><br><expandRow>(@MinUnits@) @Defenses@&nbsp;%i:scaleArmor%%i:scaleMR%</expandRow><br>","[{""maxUnits"": 3, ""minUnits"": 2, ""style"": 1, ""variables"": {""BonusPercent"": 0.5, ""Defenses"": 25.0, ""Duration"": 8.0, ""{2af8e84f}"": 1.0}}, {""maxUnits"": 5, ""minUnits"": 4, ""style"": 3, ""variables"": {""BonusPercent"": 0.5, ""Defenses"": 55.0, ""Duration"": 8.0, ""{2af8e84f}"": 1.0}}, {""maxUnits"": 7, ""minUnits"": 6, ""style"": 4, ""variables"": {""BonusPercent"": 0.5, ""Defenses"": 85.0, ""Duration"": 8.0, ""{2af8e84f}"": 1.0}}, {""maxUnits"": 25000, ""minUnits"": 8, ""style"": 4, ""variables"": {""BonusPercent"": 0.5, ""Defenses"": 115.0, ""Duration"": 8.0, ""{2af8e84f}"": 1.0}}]"
Set 11,11,base,TFTSet11,14.15,TFT11_Bruiser,Bruiser,2|4|6|8,"Your team gains @TeamBonusHealth@ maximum Health. Bruisers gain additional maximum Health. (@MinUnits@) @BonusPercentHealth*100@% (scaleHealth)(@MinUnits@) @BonusPercentHealth*100@% (scaleHealth)(@MinUnits@) @BonusPercentHealth*100@% (scaleHealth)(@MinUnits@) @BonusPercentHealth*100@% (scaleHealth); Every @RefreshSeconds@ seconds, Bruisers deal @SlamPercentHealth*100@% (scaleHealth) bonus physical damage on their next attack.","Your team gains @TeamBonusHealth@ maximum Health. Bruisers gain additional maximum Health. <br><br><row>(@MinUnits@) @BonusPercentHealth*100@%&nbsp;%i:scaleHealth%</row><br><row>(@MinUnits@) @BonusPercentHealth*100@%&nbsp;%i:scaleHealth%</row><br><row>(@MinUnits@) @BonusPercentHealth*100@%&nbsp;%i:scaleHealth%</row><br><row>(@MinUnits@) @BonusPercentHealth*100@%&nbsp;%i:scaleHealth%; Every @RefreshSeconds@&nbsp;seconds, Bruisers deal @SlamPercentHealth*100@%&nbsp;%i:scaleHealth% bonus physical&nbsp;damage on their next attack.</row>","[{""maxUnits"": 3, ""minUnits"": 2, ""style"": 1, ""variables"": {""BonusPercentHealth"": 0.20000000298023224, ""RefreshSeconds"": 3.0, ""SlamPercentHealth"": null, ""TeamBonusHealth"": 100.0}}, {""maxUnits"": 5, ""minUnits"": 4, ""style"": 3, ""variables"": {""BonusPercentHealth"": 0.4000000059604645, ""RefreshSeconds"": 3.0, ""SlamPercentHealth"": null, ""TeamBonusHealth"": 100.0}}, {""maxUnits"": 7, ""minUnits"": 6, ""style"": 3, ""variables"": {""BonusPercentHealth"": 0.6499999761581421, ""RefreshSeconds"": 3.0, ""SlamPercentHealth"": null, ""TeamBonusHealth"": 100.0}}, {""maxUnits"": 25000, ""minUnits"": 8, ""style"": 4, ""variables"": {""BonusPercentHealth"": 0.800000011920929, ""RefreshSeconds"": 3.0, ""SlamPercentHealth"": 0.05999999865889549, ""TeamBonusHealth"": 100.0}}]"
