set_label,set_number,set_stage,set_mutator,patch,champion_api_name,champion_name,cost,hp,damage,attack_speed,range,armor,magic_resist,mana,initial_mana,crit_chance,crit_multiplier
Set 5.5,5,mid,TFT_Set5_Stage2,11.21,TFT5_Leona,Leona,1,700,80,0.55,1,40,40,80,40,0.25,1.3
Set 5.5,5,mid,TFT_Set5_Stage2,11.21,TFT5_Olaf,Olaf,1,650,65,0.7,1,35,35,0,0,0.25,1.3
Set 5.5,5,mid,TFT_Set5_Stage2,11.21,TFT5_Poppy,Poppy,1,600,80,0.55,1,40,40,70,50,0.25,1.3
Set 5.5,5,mid,TFT_Set5_Stage2,11.21,TFT5_Senna,Senna,1,500,55,0.7,4,15,15,80,40,0.25,1.3
Set 5.5,5,mid,TFT_Set5_Stage2,11.21,TFT_TrainingDummy,Target Dummy,1,700,0,0.2,0,40,40,0,0,,0
Set 5.5,5,mid,TFT_Set5_Stage2,11.21,TFT5_Monstrosity,The Monstrosity,1,,0,0.8,1,0,,100,0,0.25,1.3
Set 5.5,5,mid,TFT_Set5_Stage2,11.21,TFT5_Udyr,Udyr,1,700,55,0.75,1,30,30,40,30,0.25,1.3
Set 5.5,5,mid,TFT_Set5_Stage2,11.21,TFT5_Vayne,Vayne,1,500,35,0.8,4,15,15,0,0,0.25,1.3
Set 5.5,5,mid,TFT_Set5_Stage2,11.21,TFT5_Vladimir,Vladimir,1,700,45,0.65,2,35,35,80,0,0.25,1.3
Set 5.5,5,mid,TFT_Set5_Stage2,11.21,TFT_VoidSpawn,Voidspawn,1,,0,0.8,1,20,20,0,0,0.25,1.3
Set 5.5,5,mid,TFT_Set5_Stage2,11.21,TFT5_Ziggs,Ziggs,1,450,40,0.75,4,15,15,40,0,0.25,1.3
Set 5.5,5,mid,TFT_Set5_Stage2,11.21,TFT5_Brand,Brand,2,600,45,0.65,3,20,20,20,0,0.25,1.3
Set 5.5,5,mid,TFT_Set5_Stage2,11.21,TFT5_Hecarim,Hecarim,2,750,55,0.55,1,45,45,125,75,0.25,1.3
Set 5.5,5,mid,TFT_Set5_Stage2,11.21,TFT5_Irelia,Irelia,2,750,60,0.8,1,40,40,80,40,0.25,1.3
Set 5.5,5,mid,TFT_Set5_Stage2,11.21,TFT5_Kennen,Kennen,2,600,50,0.65,2,30,30,125,60,0.25,1.3
Set 5.5,5,mid,TFT_Set5_Stage2,11.21,TFT5_Nautilus,Nautilus,2,750,80,0.55,1,45,45,120,50,0.25,1.3
Set 5.5,5,mid,TFT_Set5_Stage2,11.21,TFT5_Pyke,Pyke,2,650,50,0.65,1,30,30,120,60,0.25,1.3
Set 5.5,5,mid,TFT_Set5_Stage2,11.21,TFT5_Sejuani,Sejuani,2,750,65,0.55,1,45,45,80,20,0.25,1.3
Set 5.5,5,mid,TFT_Set5_Stage2,11.21,TFT5_Sett,Sett,2,800,70,0.7,1,40,40,50,0,0.25,1.3
Set 5.5,5,mid,TFT_Set5_Stage2,11.21,TFT5_Soraka,Soraka,2,550,40,0.65,3,25,25,80,40,0.25,1.3
Set 5.5,5,mid,TFT_Set5_Stage2,11.21,TFT5_Syndra,Syndra,2,600,40,0.65,4,20,20,90,50,0.25,1.3
Set 5.5,5,mid,TFT_Set5_Stage2,11.21,TFT5_Thresh,Thresh,2,800,75,0.6,2,40,40,120,80,0.25,1.3
Set 5.5,5,mid,TFT_Set5_Stage2,11.21,TFT5_Tristana,Tristana,2,550,70,0.75,4,20,20,125,60,0.25,1.3
Set 5.5,5,mid,TFT_Set5_Stage2,11.21,TFT5_Varus,Varus,2,600,65,0.75,4,20,20,60,0,0.25,1.3
Set 5.5,5,mid,TFT_Set5_Stage2,11.21,TFT5_Ashe,Ashe,3,600,70,0.75,6,20,20,100,50,0.25,1.3
Set 5.5,5,mid,TFT_Set5_Stage2,11.21,TFT5_DraconicEgg,Draconic Egg,3,10,,1,0,10,10,100,0,,0
Set 5.5,5,mid,TFT_Set5_Stage2,11.21,TFT5_LeeSin,Lee Sin,3,800,60,0.75,1,35,35,80,30,0.25,1.3
Set 5.5,5,mid,TFT_Set5_Stage2,11.21,TFT5_Lulu,Lulu,3,650,40,0.7,3,25,25,120,60,0.25,1.3
Set 5.5,5,mid,TFT_Set5_Stage2,11.21,TFT5_Lux,Lux,3,600,40,0.65,4,20,20,80,40,0.25,1.3
Set 5.5,5,mid,TFT_Set5_Stage2,11.21,TFT5_MissFortune,Miss Fortune,3,700,55,0.8,4,25,25,70,20,0.25,1.3
Set 5.5,5,mid,TFT_Set5_Stage2,11.21,TFT5_Nidalee,Nidalee,3,750,50,0.9,3,35,35,60,0,0.25,1.3
Set 5.5,5,mid,TFT_Set5_Stage2,11.21,TFT5_Nocturne,Nocturne,3,650,75,0.85,1,30,30,0,0,0.25,1.3
Set 5.5,5,mid,TFT_Set5_Stage2,11.21,TFT5_Nunu,Nunu & Willump,3,900,65,0.55,1,45,45,90,30,0.25,1.3
Set 5.5,5,mid,TFT_Set5_Stage2,11.21,TFT5_Rakan,Rakan,3,800,50,0.6,2,35,35,80,40,0.25,1.3
Set 5.5,5,mid,TFT_Set5_Stage2,11.21,TFT5_Riven,Riven,3,800,75,0.8,1,35,35,40,0,0.25,1.3
Set 5.5,5,mid,TFT_Set5_Stage2,11.21,TFT5_Yasuo,Yasuo,3,800,60,0.9,1,35,35,40,0,0.25,1.3
Set 5.5,5,mid,TFT_Set5_Stage2,11.21,TFT5_Zyra,Zyra,3,600,40,0.7,4,20,20,100,40,0.25,1.3
Set 5.5,5,mid,TFT_Set5_Stage2,11.21,TFT5_Aphelios,Aphelios,4,650,65,0.85,4,25,25,170,0,0.25,1.3
Set 5.5,5,mid,TFT_Set5_Stage2,11.21,TFT5_Diana,Diana,4,750,75,0.7,1,40,40,140,70,0.25,1.3
Set 5.5,5,mid,TFT_Set5_Stage2,11.21,TFT5_Draven,Draven,4,700,85,0.8,3,30,30,40,0,0.25,1.3
Set 5.5,5,mid,TFT_Set5_Stage2,11.21,TFT5_Fiddlesticks,Fiddlesticks,4,800,60,0.75,2,40,40,120,60,0.25,1.3
Set 5.5,5,mid,TFT_Set5_Stage2,11.21,TFT5_Galio,Galio,4,1000,70,0.6,1,60,60,180,120,0.25,1.3
Set 5.5,5,mid,TFT_Set5_Stage2,11.21,TFT5_Ivern,Ivern,4,950,40,0.75,2,50,50,180,100,0.25,1.3
Set 5.5,5,mid,TFT_Set5_Stage2,11.21,TFT5_Jax,Jax,4,950,80,0.9,1,50,50,20,0,0.25,1.3
Set 5.5,5,mid,TFT_Set5_Stage2,11.21,TFT5_Karma,Karma,4,750,45,0.7,4,25,25,50,0,0.25,1.3
Set 5.5,5,mid,TFT_Set5_Stage2,11.21,TFT5_Lucian,Lucian,4,700,75,0.75,4,25,25,50,0,0.25,1.3
Set 5.5,5,mid,TFT_Set5_Stage2,11.21,TFT5_Rell,Rell,4,900,70,0.6,1,60,60,150,80,0.25,1.3
Set 5.5,5,mid,TFT_Set5_Stage2,11.21,TFT5_Velkoz,Vel'Koz,4,700,45,0.75,4,25,25,90,0,0.25,1.3
Set 5.5,5,mid,TFT_Set5_Stage2,11.21,TFT5_Akshan,Akshan,5,800,80,1,3,35,35,120,60,0.25,1.3
Set 5.5,5,mid,TFT_Set5_Stage2,11.21,TFT5_HeimerTurret,Baby Dragon,5,1000,100,0.5,23,30,100,0,0,0.25,1.3
Set 5.5,5,mid,TFT_Set5_Stage2,11.21,TFT5_Garen,Garen,5,1050,80,0.75,1,60,60,160,80,0.25,1.3
Set 5.5,5,mid,TFT_Set5_Stage2,11.21,TFT5_Gwen,Gwen,5,950,60,0.9,2,50,50,20,0,0.25,1.3
Set 5.5,5,mid,TFT_Set5_Stage2,11.21,TFT5_Heimerdinger,Heimerdinger,5,800,45,0.7,4,30,30,140,0,0.25,1.3
Set 5.5,5,mid,TFT_Set5_Stage2,11.21,TFT5_Kayle,Kayle,5,800,85,1.15,4,25,25,5,0,0.25,1.3
Set 5.5,5,mid,TFT_Set5_Stage2,11.21,TFT5_Teemo,Teemo,5,800,65,0.8,4,30,30,60,30,0.25,1.3
Set 5.5,5,mid,TFT_Set5_Stage2,11.21,TFT5_EmblemArmoryKey,Tome of Traits,5,10,,1,0,10,10,100,0,,0
Set 5.5,5,mid,TFT_Set5_Stage2,11.21,TFT5_Viego,Viego,5,1000,70,1,1,40,40,40,0,0.25,1.3
Set 5.5,5,mid,TFT_Set5_Stage2,11.21,TFT5_Volibear,Volibear,5,1000,80,0.65,1,60,60,200,110,0.25,1.3
Set 6,6,base,TFT_Set6,12.2,TFT6_Caitlyn,Caitlyn,1,500,50,0.75,4,15,15,110,0,0.25,1.3
Set 6,6,base,TFT_Set6,12.2,TFT6_Camille,Camille,1,700,50,0.6,1,40,40,60,0,0.25,1.3
Set 6,6,base,TFT_Set6,12.2,TFT6_Darius,Darius,1,650,60,0.5,1,40,40,120,70,0.25,1.3
Set 6,6,base,TFT_Set6,12.2,TFT6_Ezreal,Ezreal,1,500,50,0.65,4,15,15,40,0,0.25,1.3
Set 6,6,base,TFT_Set6,12.2,TFT6_Garen,Garen,1,650,70,0.55,1,40,40,90,50,0.25,1.3
Set 6,6,base,TFT_Set6,12.2,TFT6_Graves,Graves,1,750,65,0.55,1,40,40,100,50,0.25,1.3
Set 6,6,base,TFT_Set6,12.2,TFT6_Illaoi,Illaoi,1,700,70,0.55,1,40,40,80,40,0.25,1.3
Set 6,6,base,TFT_Set6,12.2,TFT6_Kassadin,Kassadin,1,650,50,0.65,1,35,35,100,60,0.25,1.3
Set 6,6,base,TFT_Set6,12.2,TFT6_Poppy,Poppy,1,650,60,0.55,1,40,40,100,50,0.25,1.3
Set 6,6,base,TFT_Set6,12.2,TFT6_Singed,Singed,1,650,60,0.55,1,40,40,150,100,0.25,1.3
Set 6,6,base,TFT_Set6,12.2,TFT_TrainingDummy,Target Dummy,1,500,0,0.2,0,40,40,0,0,,0
Set 6,6,base,TFT_Set6,12.2,TFT6_TwistedFate,Twisted Fate,1,500,40,0.65,3,20,20,40,0,0.25,1.3
Set 6,6,base,TFT_Set6,12.2,TFT6_Twitch,Twitch,1,450,50,0.7,3,15,15,35,0,0.25,1.3
Set 6,6,base,TFT_Set6,12.2,TFT6_Ziggs,Ziggs,1,500,50,0.6,4,15,15,60,0,0.25,1.3
Set 6,6,base,TFT_Set6,12.2,TFT6_Blitzcrank,Blitzcrank,2,650,65,0.5,1,45,45,175,175,0.25,1.3
Set 6,6,base,TFT_Set6,12.2,TFT6_Katarina,Katarina,2,700,50,0.7,1,25,25,40,0,0.25,1.3
Set 6,6,base,TFT_Set6,12.2,TFT6_KogMaw,Kog'Maw,2,550,35,0.6,3,20,20,30,0,0.25,1.3
Set 6,6,base,TFT_Set6,12.2,TFT6_Lulu,Lulu,2,600,40,0.65,3,25,25,125,60,0.25,1.3
Set 6,6,base,TFT_Set6,12.2,TFT6_Quinn,Quinn,2,550,60,0.7,4,20,20,140,70,0.25,1.3
Set 6,6,base,TFT_Set6,12.2,TFT6_Swain,Swain,2,800,45,0.6,2,45,45,80,40,0.25,1.3
Set 6,6,base,TFT_Set6,12.2,TFT6_Talon,Talon,2,650,50,0.7,1,25,25,0,0,0.25,1.3
Set 6,6,base,TFT_Set6,12.2,TFT6_Tristana,Tristana,2,600,55,0.75,4,20,20,60,0,0.25,1.3
Set 6,6,base,TFT_Set6,12.2,TFT6_Trundle,Trundle,2,700,70,0.75,1,40,40,70,40,0.25,1.3
Set 6,6,base,TFT_Set6,12.2,TFT6_Vi,Vi,2,700,70,0.65,1,40,40,50,0,0.25,1.3
Set 6,6,base,TFT_Set6,12.2,TFT6_Warwick,Warwick,2,750,50,0.8,1,40,40,0,0,0.25,1.3
Set 6,6,base,TFT_Set6,12.2,TFT6_Zilean,Zilean,2,600,40,0.6,4,20,20,80,40,0.25,1.3
Set 6,6,base,TFT_Set6,12.2,TFT6_Zyra,Zyra,2,600,50,0.7,4,20,20,120,60,0.25,1.3
Set 6,6,base,TFT_Set6,12.2,TFT6_ChoGath,Cho'Gath,3,1300,90,0.6,1,55,55,165,100,0.25,1.3
Set 6,6,base,TFT_Set6,12.2,TFT6_Ekko,Ekko,3,650,50,0.8,1,30,30,120,80,0.25,1.3
Set 6,6,base,TFT_Set6,12.2,TFT6_Gangplank,Gangplank,3,750,75,0.75,1,40,40,50,0,0.25,1.3
Set 6,6,base,TFT_Set6,12.2,TFT6_Heimerdinger,Heimerdinger,3,650,45,0.65,4,35,35,50,0,0.25,1.3
Set 6,6,base,TFT_Set6,12.2,TFT6_Leona,Leona,3,850,50,0.6,1,50,50,125,75,0.25,1.3
Set 6,6,base,TFT_Set6,12.2,TFT6_Lissandra,Lissandra,3,750,50,0.6,2,30,30,120,70,0.25,1.3
Set 6,6,base,TFT_Set6,12.2,TFT6_Malzahar,Malzahar,3,650,40,0.65,4,30,30,60,30,0.25,1.3
Set 6,6,base,TFT_Set6,12.2,TFT6_MissFortune,Miss Fortune,3,650,60,0.7,3,25,25,80,40,0.25,1.3
Set 6,6,base,TFT_Set6,12.2,TFT6_Samira,Samira,3,700,75,0.7,3,25,25,35,0,0.25,1.3
Set 6,6,base,TFT_Set6,12.2,TFT6_Shaco,Shaco,3,700,80,0.75,1,25,25,80,40,0.25,1.3
Set 6,6,base,TFT_Set6,12.2,TFT6_Taric,Taric,3,800,50,0.6,1,50,50,100,50,0.25,1.3
Set 6,6,base,TFT_Set6,12.2,TFT6_Vex,Vex,3,850,50,0.6,2,40,40,100,50,0.25,1.3
Set 6,6,base,TFT_Set6,12.2,TFT6_Zac,Zac,3,800,70,0.6,1,45,45,100,60,0.25,1.3
Set 6,6,base,TFT_Set6,12.2,TFT6_Braum,Braum,4,1100,70,0.6,1,60,60,200,120,0.25,1.3
Set 6,6,base,TFT_Set6,12.2,TFT6_DrMundo,Dr. Mundo,4,1000,80,0.6,1,50,50,150,75,0.25,1.3
Set 6,6,base,TFT_Set6,12.2,TFT6_Fiora,Fiora,4,850,75,0.9,1,40,40,140,60,0.25,1.3
Set 6,6,base,TFT_Set6,12.2,TFT6_Janna,Janna,4,700,50,0.7,3,30,30,180,80,0.25,1.3
Set 6,6,base,TFT_Set6,12.2,TFT6_Jhin,Jhin,4,700,90,2,4,30,30,70,0,0.25,1.3
Set 6,6,base,TFT_Set6,12.2,TFT6_Lux,Lux,4,750,45,0.75,4,25,25,60,0,0.25,1.3
Set 6,6,base,TFT_Set6,12.2,TFT6_Orianna,Orianna,4,750,50,0.75,4,30,30,130,50,0.25,1.3
Set 6,6,base,TFT_Set6,12.2,TFT6_Seraphine,Seraphine,4,750,40,0.7,4,30,30,150,80,0.25,1.3
Set 6,6,base,TFT_Set6,12.2,TFT6_Sion,Sion,4,1800,100,0.6,1,60,60,200,125,0.25,1.3
Set 6,6,base,TFT_Set6,12.2,TFT6_Urgot,Urgot,4,800,70,0.65,3,30,30,50,0,0.25,1.3
Set 6,6,base,TFT_Set6,12.2,TFT6_Yone,Yone,4,900,90,0.85,1,40,40,100,50,0.25,1.3
Set 6,6,base,TFT_Set6,12.2,TFT6_Akali,Akali,5,800,70,0.9,1,30,30,40,0,0.25,1.3
Set 6,6,base,TFT_Set6,12.2,TFT6_Galio,Galio,5,1800,110,0.65,1,70,70,300,200,0.25,1.3
Set 6,6,base,TFT_Set6,12.2,TFT6_Jayce,Jayce,5,1000,90,0.75,1,30,30,60,0,0.25,1.3
Set 6,6,base,TFT_Set6,12.2,TFT6_Jinx,Jinx,5,888,88,1,4,35,35,99,0,0.25,1.3
Set 6,6,base,TFT_Set6,12.2,TFT6_Kaisa,Kai'Sa,5,850,60,1.1,3,30,30,150,75,0.25,1.3
Set 6,6,base,TFT_Set6,12.2,TFT6_Tibbers,Mechanical Bear,5,850,50,0.6,1,70,70,100,0,0.25,1.5
Set 6,6,base,TFT_Set6,12.2,TFT6_HexTechDragon,Mechanical Dragon,5,1250,65,0.8,2,100,100,300,200,0.25,1.3
Set 6,6,base,TFT_Set6,12.2,TFT6_TahmKench,Tahm Kench,5,1000,80,0.55,1,60,60,60,30,0.25,1.3
Set 6,6,base,TFT_Set6,12.2,TFT5_EmblemArmoryKey,Tome of Traits,5,10,,1,0,10,10,100,0,,0
Set 6,6,base,TFT_Set6,12.2,TFT6_Veigar,Veigar,5,800,45,0.8,4,25,25,75,0,0.25,1.3
Set 6,6,base,TFT_Set6,12.2,TFT6_Viktor,Viktor,5,850,50,0.8,4,35,35,140,0,0.25,1.3
Set 6,6,base,TFT_Set6,12.2,TFT6_Yuumi,Yuumi,5,800,50,0.8,4,30,30,200,80,0.25,1.3
Set 6,6,base,TFT_Set6,12.2,TFT6_MalzaharVoidling,Mechanical Scarab,8,475,40,0.65,1,30,30,80,40,0.25,1.3
Set 6,6,base,TFT_Set6,12.2,TFT6_MercenaryChest,Mercenary Chest,8,1,0,,0,0,,12,0,0.25,1.3
Set 6.5,6,mid,TFTSet6_Stage2,12.10,TFT6_Brand,Brand,1,500,40,0.65,3,20,20,20,0,0.25,1.3
Set 6.5,6,mid,TFTSet6_Stage2,12.10,TFT6_Caitlyn,Caitlyn,1,500,50,0.8,4,15,15,100,0,0.25,1.3
Set 6.5,6,mid,TFTSet6_Stage2,12.10,TFT6_Camille,Camille,1,700,45,0.6,1,40,40,60,0,0.25,1.3
Set 6.5,6,mid,TFTSet6_Stage2,12.10,TFT6_Darius,Darius,1,650,60,0.5,1,40,40,120,70,0.25,1.3
Set 6.5,6,mid,TFTSet6_Stage2,12.10,TFT6_Ezreal,Ezreal,1,500,45,0.65,4,15,15,40,0,0.25,1.3
Set 6.5,6,mid,TFTSet6_Stage2,12.10,TFT6_Illaoi,Illaoi,1,700,60,0.55,1,40,40,80,40,0.25,1.3
Set 6.5,6,mid,TFTSet6_Stage2,12.10,TFT6_JarvanIV,Jarvan IV,1,700,55,0.7,1,40,40,100,50,0.25,1.3
Set 6.5,6,mid,TFTSet6_Stage2,12.10,TFT6_Kassadin,Kassadin,1,750,50,0.65,1,40,40,100,60,0.25,1.3
Set 6.5,6,mid,TFTSet6_Stage2,12.10,TFT6_Nocturne,Nocturne,1,600,45,0.7,1,25,25,80,40,0.25,1.3
Set 6.5,6,mid,TFTSet6_Stage2,12.10,TFT6_Poppy,Poppy,1,650,60,0.55,1,40,40,100,50,0.25,1.3
Set 6.5,6,mid,TFTSet6_Stage2,12.10,TFT6_Singed,Singed,1,700,60,0.55,1,40,40,150,100,0.25,1.3
Set 6.5,6,mid,TFTSet6_Stage2,12.10,TFT6_Twitch,Twitch,1,450,45,0.7,3,15,15,45,0,0.25,1.3
Set 6.5,6,mid,TFTSet6_Stage2,12.10,TFT6_Ziggs,Ziggs,1,500,55,0.6,4,15,15,60,0,0.25,1.3
Set 6.5,6,mid,TFTSet6_Stage2,12.10,TFT6_Ashe,Ashe,2,600,60,0.7,4,20,20,60,30,0.25,1.3
Set 6.5,6,mid,TFTSet6_Stage2,12.10,TFT6_Blitzcrank,Blitzcrank,2,650,65,0.5,1,45,45,175,175,0.25,1.3
Set 6.5,6,mid,TFTSet6_Stage2,12.10,TFT6_Corki,Corki,2,650,55,0.7,4,25,25,50,25,0.25,1.3
Set 6.5,6,mid,TFTSet6_Stage2,12.10,TFT6_Lulu,Lulu,2,600,40,0.65,3,25,25,125,60,0.25,1.3
Set 6.5,6,mid,TFTSet6_Stage2,12.10,TFT6_Quinn,Quinn,2,550,55,0.7,4,20,20,140,70,0.25,1.3
Set 6.5,6,mid,TFTSet6_Stage2,12.10,TFT6_RekSai,Rek'Sai,2,750,55,0.7,1,45,45,70,50,0.25,1.3
Set 6.5,6,mid,TFTSet6_Stage2,12.10,TFT6_Sejuani,Sejuani,2,800,55,0.55,1,45,45,80,20,0.25,1.3
Set 6.5,6,mid,TFTSet6_Stage2,12.10,TFT6_Swain,Swain,2,800,40,0.6,2,45,45,85,40,0.25,1.3
Set 6.5,6,mid,TFTSet6_Stage2,12.10,TFT6_Syndra,Syndra,2,600,40,0.65,4,20,20,100,50,0.25,1.3
Set 6.5,6,mid,TFTSet6_Stage2,12.10,TFT6_Talon,Talon,2,650,45,0.7,1,20,20,0,0,0.25,1.3
Set 6.5,6,mid,TFTSet6_Stage2,12.10,TFT6_Warwick,Warwick,2,750,45,0.75,1,40,40,0,0,0.25,1.3
Set 6.5,6,mid,TFTSet6_Stage2,12.10,TFT6_Zilean,Zilean,2,600,40,0.6,4,20,20,70,30,0.25,1.3
Set 6.5,6,mid,TFTSet6_Stage2,12.10,TFT6_Zyra,Zyra,2,600,40,0.7,4,20,20,120,60,0.25,1.3
Set 6.5,6,mid,TFTSet6_Stage2,12.10,TFT6_ChoGath,Cho'Gath,3,750,100,0.55,1,50,50,165,100,0.25,1.3
Set 6.5,6,mid,TFTSet6_Stage2,12.10,TFT6_Ekko,Ekko,3,700,55,0.7,1,40,40,120,60,0.25,1.3
Set 6.5,6,mid,TFTSet6_Stage2,12.10,TFT6_Gangplank,Gangplank,3,750,65,0.75,1,40,40,50,0,0.25,1.3
Set 6.5,6,mid,TFTSet6_Stage2,12.10,TFT6_Gnar,Gnar,3,700,60,0.7,3,40,40,80,0,0.25,1.3
Set 6.5,6,mid,TFTSet6_Stage2,12.10,TFT6_Leona,Leona,3,850,50,0.6,1,50,50,125,75,0.25,1.3
Set 6.5,6,mid,TFTSet6_Stage2,12.10,TFT6_Lucian,Lucian,3,700,55,0.75,3,30,30,40,0,0.25,1.3
Set 6.5,6,mid,TFTSet6_Stage2,12.10,TFT6_Malzahar,Malzahar,3,650,40,0.7,4,30,30,80,50,0.25,1.3
Set 6.5,6,mid,TFTSet6_Stage2,12.10,TFT6_MissFortune,Miss Fortune,3,650,55,0.7,3,25,25,80,40,0.25,1.3
Set 6.5,6,mid,TFTSet6_Stage2,12.10,TFT6_Morgana,Morgana,3,800,50,0.6,2,50,50,130,70,0.25,1.3
Set 6.5,6,mid,TFTSet6_Stage2,12.10,TFT6_Senna,Senna,3,650,60,0.7,4,25,25,70,30,0.25,1.3
Set 6.5,6,mid,TFTSet6_Stage2,12.10,TFT6_Tryndamere,Tryndamere,3,800,70,0.75,1,35,35,100,40,0.25,1.3
Set 6.5,6,mid,TFTSet6_Stage2,12.10,TFT6_Vex,Vex,3,850,50,0.6,2,50,50,90,50,0.25,1.3
Set 6.5,6,mid,TFTSet6_Stage2,12.10,TFT6_Zac,Zac,3,800,60,0.6,1,45,45,90,50,0.25,1.3
Set 6.5,6,mid,TFTSet6_Stage2,12.10,TFT6_Ahri,Ahri,4,800,45,0.8,4,30,30,50,30,0.25,1.3
Set 6.5,6,mid,TFTSet6_Stage2,12.10,TFT6_Alistar,Alistar,4,1400,90,0.6,1,80,80,160,80,0.25,1.3
Set 6.5,6,mid,TFTSet6_Stage2,12.10,TFT6_Braum,Braum,4,1100,70,0.6,1,60,60,200,120,0.25,1.3
Set 6.5,6,mid,TFTSet6_Stage2,12.10,TFT6_Draven,Draven,4,800,85,0.8,4,30,30,40,0,0.25,1.3
Set 6.5,6,mid,TFTSet6_Stage2,12.10,TFT6_Irelia,Irelia,4,900,70,0.8,1,50,50,40,0,0.25,1.3
Set 6.5,6,mid,TFTSet6_Stage2,12.10,TFT6_Jhin,Jhin,4,700,85,2,4,30,30,60,0,0.25,1.3
Set 6.5,6,mid,TFTSet6_Stage2,12.10,TFT6_KhaZix,Kha'Zix,4,800,90,0.9,1,35,35,40,0,0.25,1.3
Set 6.5,6,mid,TFTSet6_Stage2,12.10,TFT6_Orianna,Orianna,4,700,50,0.8,4,30,30,100,40,0.25,1.3
Set 6.5,6,mid,TFTSet6_Stage2,12.10,TFT6_Renata,Renata Glasc,4,800,40,0.7,3,30,30,60,0,0.25,1.3
Set 6.5,6,mid,TFTSet6_Stage2,12.10,TFT6_Seraphine,Seraphine,4,750,40,0.7,4,30,30,130,70,0.25,1.3
Set 6.5,6,mid,TFTSet6_Stage2,12.10,TFT6_Sivir,Sivir,4,700,60,0.8,4,30,30,60,0,0.25,1.3
Set 6.5,6,mid,TFTSet6_Stage2,12.10,TFT6b_Vi,Vi,4,900,70,0.7,1,50,50,40,0,0.25,1.3
Set 6.5,6,mid,TFTSet6_Stage2,12.10,TFT6_Galio,Galio,5,1300,110,0.65,1,70,70,300,200,0.25,1.3
Set 6.5,6,mid,TFTSet6_Stage2,12.10,TFT6_Jayce,Jayce,5,999,85,0.75,1,30,30,60,0,0.25,1.3
Set 6.5,6,mid,TFTSet6_Stage2,12.10,TFT6_Jinx,Jinx,5,888,80,1,4,45,45,99,0,0.25,1.3
Set 6.5,6,mid,TFTSet6_Stage2,12.10,TFT6_Kaisa,Kai'Sa,5,850,60,1.2,3,30,30,160,80,0.25,1.3
Set 6.5,6,mid,TFTSet6_Stage2,12.10,TFT6_Silco,Silco,5,850,60,0.7,4,40,40,40,0,0.25,1.3
Set 6.5,6,mid,TFTSet6_Stage2,12.10,TFT6_TahmKench,Tahm Kench,5,1000,70,0.55,1,60,60,60,30,0.25,1.3
Set 6.5,6,mid,TFTSet6_Stage2,12.10,TFT6_DragonEgg,Treasure Dragon Egg,5,10,,1,0,10,10,100,0,,0
Set 6.5,6,mid,TFTSet6_Stage2,12.10,TFT6_Viktor,Viktor,5,851,50,0.8,4,35,35,145,0,0.25,1.3
Set 6.5,6,mid,TFTSet6_Stage2,12.10,TFT6_Zeri,Zeri,5,850,75,0.9,11,30,30,60,0,0.25,1.3
Set 6.5,6,mid,TFTSet6_Stage2,12.10,TFT6_Tibbers,Mechanical Bear,7,725,50,0.6,1,50,50,100,0,0.25,1.5
Set 6.5,6,mid,TFTSet6_Stage2,12.10,TFT6_HexTechDragon,Mechanical Dragon,7,925,65,0.8,2,90,90,300,200,0.25,1.3
Set 6.5,6,mid,TFTSet6_Stage2,12.10,TFT6_TheGoldenEgg,The Golden Egg,7,10,,1,0,10,10,100,0,,0
Set 6.5,6,mid,TFTSet6_Stage2,12.10,TFT6_Veigar,Veigar,7,800,45,0.8,4,25,25,75,0,0.25,1.3
Set 6.5,6,mid,TFTSet6_Stage2,12.10,TFT6_Annie,Annie,10,750,45,0.6,2,40,40,65,0,0.25,1.5
Set 6.5,6,mid,TFTSet6_Stage2,12.10,TFT6_MalzaharVoidling,Mechanical Scarab,10,450,40,0.65,1,30,30,80,40,0.25,1.3
Set 6.5,6,mid,TFTSet6_Stage2,12.10,TFT6_MercenaryChest,Mercenary Chest,10,1,0,,0,0,,12,0,0.25,1.3
Set 7,7,base,TFTSet7,12.15,TFT7_Aatrox,Aatrox,1,650,65,0.65,1,45,45,100,50,0.25,1.3
Set 7,7,base,TFTSet7,12.15,TFT7_Ezreal,Ezreal,1,500,40,0.6,3,15,15,40,0,0.25,1.3
Set 7,7,base,TFTSet7,12.15,TFT7_Heimerdinger,Heimerdinger,1,500,40,0.65,4,15,15,100,50,0.25,1.3
Set 7,7,base,TFTSet7,12.15,TFT7_Karma,Karma,1,500,40,0.7,4,20,20,50,0,0.25,1.3
Set 7,7,base,TFTSet7,12.15,TFT7_Leona,Leona,1,650,75,0.55,1,45,45,80,40,0.25,1.3
Set 7,7,base,TFTSet7,12.15,TFT7_Nidalee,Nidalee,1,550,55,0.7,4,30,30,50,0,0.25,1.3
Set 7,7,base,TFTSet7,12.15,TFT7_Sejuani,Sejuani,1,650,60,0.55,1,40,40,90,50,0.25,1.3
Set 7,7,base,TFTSet7,12.15,TFT7_Senna,Senna,1,500,50,0.7,4,15,15,90,30,0.25,1.3
Set 7,7,base,TFTSet7,12.15,TFT7_Sett,Sett,1,650,65,0.7,1,40,40,60,30,0.25,1.3
Set 7,7,base,TFTSet7,12.15,TFT7_Skarner,Skarner,1,650,55,0.6,1,45,45,90,40,0.25,1.3
