set_label,set_number,set_stage,set_mutator,patch,champion_api_name,champion_name,ability_name,variable_name,star1_3,idx0,idx1,idx2,idx3,idx4,idx5,idx6
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_Kassadin,Kassadin,Force Pulse,Damage,160/240/360,100,160,240,360,300,300,300
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_Kassadin,Kassadin,Force Pulse,DisarmDuration,1.5/1.75/2,3,1.5,1.75,2,4,3,3
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_Kassadin,Kassadin,Force Pulse,ShieldAmount,250/300/400,0,250,300,400,0,0,0
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_Kassadin,Kassadin,Force Pulse,ShieldDuration,4,4,4,4,4,4,4,4
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_Katarina,Katarina,Voracity,BonusSpellRange,1,1,1,1,1,1,1,1
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_Katarina,Katarina,Voracity,Damage,145/220/350,0,145,220,350,0,0,0
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_Katarina,Katarina,Voracity,WoundDuration,6,6,6,6,6,6,6,6
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_Katarina,Katarina,Voracity,WoundPercent,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_Kayle,Kayle,Divine Ascent,AscensionDamage,30/40/60,0,30,40,60,0,0,0
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_Kayle,Kayle,Divine Ascent,Damage,30/45/70,0,30,45,70,0,0,0
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_Kayle,Kayle,Divine Ascent,FirstAscensionLevel,6,6,6,6,6,6,6,6
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_Kayle,Kayle,Divine Ascent,SecondAscensionLevel,9,9,9,9,9,9,9,9
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_Kayle,Kayle,Divine Ascent,ShredAmount,20,20,20,20,20,20,20,20
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_Kayle,Kayle,Divine Ascent,ShredDuration,3,3,3,3,3,3,3,3
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_Malzahar,Malzahar,Call of the Void,Damage,220/330/500,0,220,330,500,12000,12000,12000
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_Malzahar,Malzahar,Call of the Void,PercentShieldDestruction,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT6_MercenaryChest,Mercenary Chest,Mercenary Chest,RoundsToHatch,2,2,2,2,2,2,2,2
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_Milio,Milio,Ultra Mega Fire Kick!!!,Duration,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_Milio,Milio,Ultra Mega Fire Kick!!!,MagicDamage,220/330/500,0,220,330,500,240,240,240
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_Milio,Milio,Ultra Mega Fire Kick!!!,MagicDamageAOE,180/270/400,0,180,270,400,160,160,160
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_Milio,Milio,Ultra Mega Fire Kick!!!,SplashDamage,90/140/200,0,90,140,200,0,0,0
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_MissFortune,Miss Fortune,X Marks the Spot,MagicDamage,240/360/580,0,240,360,580,0,0,0
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_MissFortune,Miss Fortune,X Marks the Spot,ShieldReaveDuration,5,0,5,5,5,5,5,5
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_MissFortune,Miss Fortune,X Marks the Spot,ShieldReavePercent,0.35,0,0.35,0.35,0.35,0.35,0.35,0.35
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_Mordekaiser,Mordekaiser,God of Death,BonusDamage,100/150/375,100,100,150,375,500,600,700
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_Mordekaiser,Mordekaiser,God of Death,Duration,5,5,5,5,5,5,5,5
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_Mordekaiser,Mordekaiser,God of Death,PercentHealthShield,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_Mordekaiser,Mordekaiser,God of Death,PercentStatSteal,0.06/0.06/0.15,0.1,0.06,0.06,0.15,0.1,0.1,0.1
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_Mordekaiser,Mordekaiser,God of Death,RealmBonusDamage,250/375/900,100,250,375,900,100,100,100
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_Naafiri,Naafiri,Eviscerate,ADRatio,1.75/1.75/1.8,1.2,1.75,1.75,1.8,1.2,1.2,1.2
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_Naafiri,Naafiri,Eviscerate,DaggerOmnivamp,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_Naafiri,Naafiri,Eviscerate,NumPackmates,2/3/4,0,2,3,4,0,0,0
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_Naafiri,Naafiri,Eviscerate,PackmateHealing,75,75,75,75,75,75,75,75
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_Naafiri,Naafiri,Eviscerate,TotalPackmateADRatio,1.9/1.95/2,1.8,1.9,1.95,2,1.8,1.8,1.8
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_Nasus,Nasus,Soul Eater,Duration,8,8,8,8,8,8,8,8
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_Nasus,Nasus,Soul Eater,EmpoweredDamagePct,3.8/3.8/7,3.5,3.8,3.8,7,3.5,3.5,3.5
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_Nasus,Nasus,Soul Eater,FlatResistanceSteal,4/4/20,3,4,4,20,7,8,9
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_Nasus,Nasus,Soul Eater,NumEnemies,4/5/7,3,4,5,7,7,8,9
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_Nasus,Nasus,Soul Eater,PercentADSteal,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_Nasus,Nasus,Soul Eater,PercentHealthSteal,0.04/0.04/0.15,0.1,0.04,0.04,0.15,0.1,0.1,0.1
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_Nautilus,Nautilus,Riptide,Damage,150/225/360,0,150,225,360,600,750,900
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_Nautilus,Nautilus,Riptide,StatAmp,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_Nautilus,Nautilus,Riptide,StunDuration,1.5/1.5/2,1,1.5,1.5,2,1,1,1
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_Neeko,Neeko,Pop Blossom,Damage,300/450/700,50,300,450,700,250,300,350
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_Neeko,Neeko,Pop Blossom,Shield,250/325/425,0,250,325,425,0,0,0
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_Neeko,Neeko,Pop Blossom,ShieldDuration,3,3,3,3,3,3,3,3
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_Nilah,Nilah,Formless Blade,AttackSpeed,0.18/0.18/0.4,0.2,0.18,0.18,0.4,0.2,0.2,0.2
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_Nilah,Nilah,Formless Blade,CleaveDamage,0.55/0.55/1,75,0.55,0.55,1,0.5,0.5,0.5
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_Nilah,Nilah,Formless Blade,CleaveTargets,2,2,2,2,2,2,2,2
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_Nilah,Nilah,Formless Blade,DashRange,3,3,3,3,3,3,3,3
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_Nilah,Nilah,Formless Blade,EmpoweredLineDamage,1.7/1.75/3.75,1.5,1.7,1.75,3.75,1.5,1.5,1.5
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_Nilah,Nilah,Formless Blade,ShieldAmount,250/375/700,0,250,375,700,0,0,0
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_Nilah,Nilah,Formless Blade,ShieldDuration,3,3,3,3,3,3,3,3
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_Orianna,Orianna,Command: Protect,MagicDamage,290/435/650,50,290,435,650,250,300,350
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_Orianna,Orianna,Command: Protect,ShieldDuration,4,4,4,4,4,4,4,4
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_Orianna,Orianna,Command: Protect,ShieldHealth,200/225/275,200,200,225,275,300,325,350
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_Poppy,Poppy,Steadfast Hammer,CollisionDamagePercent,15,15,15,15,15,15,15,15
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_Poppy,Poppy,Steadfast Hammer,Damage,160/240/360,0,160,240,360,360,0,0
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_Poppy,Poppy,Steadfast Hammer,HexRadius,0,0,0,0,0,1,0,0
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_Poppy,Poppy,Steadfast Hammer,PercentHealthDamage,33,33,33,33,33,33,33,33
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_Poppy,Poppy,Steadfast Hammer,ShieldAmount,250/325/400,120,250,325,400,350,400,400
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_Poppy,Poppy,Steadfast Hammer,ShieldDuration,4,4,4,4,4,4,4,4
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_Poppy,Poppy,Steadfast Hammer,StunDuration,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_Qiyana,Qiyana,Supreme Display of Talent,AbilityScaleDamage,40/60/90,0,40,60,90,0,0,0
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_Qiyana,Qiyana,Supreme Display of Talent,BaseDamage,2.55/2.55/2.7,0,2.55,2.55,2.7,3,3,3
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_Qiyana,Qiyana,Supreme Display of Talent,PrimaryStunDuration,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_Qiyana,Qiyana,Supreme Display of Talent,SecondaryStunDuration,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_Quinn,Quinn,Skystrike,AmpDamage,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_Quinn,Quinn,Skystrike,Duration,4,4,4,4,4,4,4,4
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_Quinn,Quinn,Skystrike,PercentAD,5.5/5.55/5.65,6,5.5,5.55,5.65,6,6,6
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_RekSai,Rek'Sai,Furious Bite,HealthThreshold,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_RekSai,Rek'Sai,Furious Bite,PercentMaxHealthHeal,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_RekSai,Rek'Sai,Furious Bite,PercentOfAD,2.5/2.5/2.55,2.65,2.5,2.5,2.55,2.65,2.65,2.65
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_RekSai,Rek'Sai,Furious Bite,PercentOfADMark,2.4/2.4/2.5,1.35,2.4,2.4,2.5,1.5,2,2
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_Renekton,Renekton,Cull the Meek,Damage,180/270/400,25,180,270,400,525,650,775
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_Renekton,Renekton,Cull the Meek,HexRadius,1,1,1,1,1,1,1,1
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_Renekton,Renekton,Cull the Meek,InitialHeal,220/270/320,170,220,270,320,370,420,470
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_Renekton,Renekton,Cull the Meek,KickerHeal,30,30,30,30,30,30,30,30
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_RiftHerald,Rift Herald,Void Charge,MagicDamage,240,240,240,240,240,240,240,240
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_RiftHerald,Rift Herald,Void Charge,StunDuration,2,2,2,2,2,2,2,2
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_RyzePiltover,Ryze,Realm Warp: Piltover,AreaDuration,5/5/10,4,5,5,10,4,4,4
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_RyzeIxtal,Ryze,Realm Warp: Ixtal,ArmorScalar,2/3/15,1.5,2,3,15,1.5,1.5,1.5
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_RyzeFreljord,Ryze,Realm Warp: Freljord,AttackSpeedSlow,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_RyzeIxtal,Ryze,Realm Warp: Ixtal,BarkskinDuration,4,4,4,4,4,4,4,4
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_RyzeIxtal,Ryze,Realm Warp: Ixtal,BarskinDefenceScalar,1,1,1,1,1,1,1,1
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_RyzeBilgewater,Ryze,Realm Warp: Bilgewater,BaseGoldPercent,0.1/0.2/1,0.1,0.1,0.2,1,1,1,1
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_RyzeBilgewater,Ryze,Realm Warp: Bilgewater,BaseLootPercent,0.05/0.1/1,0.05,0.05,0.1,1,1,1,1
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_RyzeBandleCity,Ryze,Realm Warp: Bandle City,BaseStarLevelSummon,1/1/3,0,1,1,3,0,0,0
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_RyzeIonia,Ryze,Realm Warp: Ionia,BonusAttackSpeed,0.3/0.4/3,0.3,0.3,0.4,3,0.8,0.9,1
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_RyzeBandleCity,Ryze,Realm Warp: Bandle City,BonusMana,25/70/200,0,25,70,200,160,200,240
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_RyzeZaun,Ryze,Realm Warp: Zaun,Breakpoint1BonusPortals,1,1,1,1,1,1,1,1
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_RyzeZaun,Ryze,Realm Warp: Zaun,Breakpoint1Gold,25,25,25,25,25,25,25,25
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_RyzeZaun,Ryze,Realm Warp: Zaun,Breakpoint2BonusPortalsPerGold,1,1,1,1,1,1,1,1
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_RyzeZaun,Ryze,Realm Warp: Zaun,Breakpoint2Gold,50,50,50,50,50,50,50,50
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_RyzeIonia,Ryze,Realm Warp: Ionia,BuffDuration,6,6,6,6,6,6,6,6
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_RyzeShurima,Ryze,Realm Warp: Shurima,ChanceToSpawnGold,0.35/0.5/1,0.25,0.35,0.5,1,0.25,0.25,0.25
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_RyzeShurima,Ryze,Realm Warp: Shurima,ChanceToSpawnItem,0.05/0.1/0.5,0.25,0.05,0.1,0.5,0.25,0.25,0.25
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_RyzeDemacia,Ryze,Realm Warp: Demacia,Damage,300/450/2000,125,300,450,2000,625,750,875
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_RyzeFreljord,Ryze,Realm Warp: Freljord,Damage,300/450/3500,0,300,450,3500,0,0,0
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_RyzeIonia,Ryze,Realm Warp: Ionia,Damage,175/275/1500,150,175,275,1500,0,0,0
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_RyzePiltover,Ryze,Realm Warp: Piltover,Damage,275/425/3000,0.2,275,425,3000,0.6,0.7,0.8
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_RyzeShurima,Ryze,Realm Warp: Shurima,Damage,175/275/2500,0,175,275,2500,0,0,0
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_RyzeZaun,Ryze,Realm Warp: Zaun,Damage,125/230/2006,100,125,230,2006,500,600,700
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_RyzeBilgewater,Ryze,Realm Warp: Bilgewater,Damage,350/525/7777,0,350,525,7777,0,0,0
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_RyzeNoxus,Ryze,Realm Warp: Noxus,DamageAmp,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_RyzeTargon,Ryze,Realm Warp: Targon,DamageHexRadius,2/2/4,2,2,2,4,2,2,2
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_RyzeZaun,Ryze,Realm Warp: Zaun,DebuffDuration,6,6,6,6,6,6,6,6
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_RyzeBandleCity,Ryze,Realm Warp: Bandle City,FiveCostSummonOdds,0.3/0.7/1,0,0.3,0.7,1,0,0,0
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_RyzeBandleCity,Ryze,Realm Warp: Bandle City,FourCostSummonOdds,0.4/0.3/0,0,0.4,0.3,0,0,0,0
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_RyzeZaun,Ryze,Realm Warp: Zaun,GoldPerPortal,20,20,20,20,20,20,20,20
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_RyzeDemacia,Ryze,Realm Warp: Demacia,Heal,250/375/9999,0,250,375,9999,0,0,0
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_RyzeIonia,Ryze,Realm Warp: Ionia,Heal,400/500/3000,200,400,500,3000,1000,1200,1400
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_RyzeBilgewater,Ryze,Realm Warp: Bilgewater,KillGoldPercent,0.2/0.4/1,0.2,0.2,0.4,1,1,1,1
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_RyzeBilgewater,Ryze,Realm Warp: Bilgewater,KillLootPercent,0.1/0.2/1,0.1,0.1,0.2,1,1,1,1
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_RyzeTargon,Ryze,Realm Warp: Targon,KnockUpRadius,1/1/2,1,1,1,2,1,1,1
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_RyzeShurima,Ryze,Realm Warp: Shurima,KnockupDuration,1/1.25/3,0.75,1,1.25,3,1.75,2,2.25
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_RyzeIxtal,Ryze,Realm Warp: Ixtal,MRScalar,2/3/15,1.5,2,3,15,1.5,1.5,1.5
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_RyzeNoxus,Ryze,Realm Warp: Noxus,MagicDamage,150/225/2000,200,150,225,2000,400,450,500
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_RyzeShurima,Ryze,Realm Warp: Shurima,MaxGold,4,4,4,4,4,4,4,4
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_RyzeBilgewater,Ryze,Realm Warp: Bilgewater,MaxGold,4,4,4,4,4,4,4,4
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_RyzeShurima,Ryze,Realm Warp: Shurima,MinGold,1,1,1,1,1,1,1,1
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_RyzeBilgewater,Ryze,Realm Warp: Bilgewater,MinGold,1,1,1,1,1,1,1,1
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_RyzeShadowIsles,Ryze,Realm Warp: Shadow Isles,NumAllies,1/1/10,1,1,1,10,5,6,7
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_RyzeNoxus,Ryze,Realm Warp: Noxus,NumAxes,5/5/15,3,5,5,15,7,8,9
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_RyzeNoxus,Ryze,Realm Warp: Noxus,NumItems,3/4/10,2,3,4,10,6,7,8
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_RyzeZaun,Ryze,Realm Warp: Zaun,NumPortals,5/8/25,1,5,8,25,5,6,7
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_RyzeIonia,Ryze,Realm Warp: Ionia,NumUnits,5/7/20,5,5,7,20,9,10,11
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_RyzeShurima,Ryze,Realm Warp: Shurima,NumberOfLootRolls,3,3,3,3,3,3,3,3
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_RyzeBilgewater,Ryze,Realm Warp: Bilgewater,PerGoldScalar,2,2,2,2,2,2,2,2
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_RyzeShadowIsles,Ryze,Realm Warp: Shadow Isles,PercentHealthOnReturn,0.4/0.8/3,0,0.4,0.8,3,0,0,0
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_RyzeTargon,Ryze,Realm Warp: Targon,PercentMaxHealth,0.18/0.3/1,0.2,0.18,0.3,1,0.6,0.7,0.8
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_RyzeBilgewater,Ryze,Realm Warp: Bilgewater,PercentScalar,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_RyzePiltover,Ryze,Realm Warp: Piltover,PercentSharedDamage,0.3/0.3/5,0.15,0.3,0.3,5,0.35,0.4,0.45
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_RyzeDemacia,Ryze,Realm Warp: Demacia,PortalDuration,2/2/5,2,2,2,5,2,2,2
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_RyzeFreljord,Ryze,Realm Warp: Freljord,PortalDuration,2,2,2,2,2,2,2,2
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_RyzeDemacia,Ryze,Realm Warp: Demacia,Shield,600/900/9999,300,600,900,9999,1500,1800,2100
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_RyzeZaun,Ryze,Realm Warp: Zaun,SplashDamagePercent,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_RyzeIonia,Ryze,Realm Warp: Ionia,StunDuration,2/2.5/20,1.5,2,2.5,20,3.5,4,4.5
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_RyzeTargon,Ryze,Realm Warp: Targon,StunDuration,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_RyzeIxtal,Ryze,Realm Warp: Ixtal,StunDuration,2/2.5/10,2,2,2.5,10,2,2,2
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_RyzeTargon,Ryze,Realm Warp: Targon,ThreeStarStarfallDamage,0/0/999,0,0,0,999,0,0,0
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_RyzeZaun,Ryze,Realm Warp: Zaun,TooltipShredPercent,30,30,30,30,30,30,30,30
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_Samira,Samira,Flair,ADPercent,1.9/1.9/2,2.1,1.9,1.9,2,2.1,2.1,2.1
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_Samira,Samira,Flair,ArmorShred,10/15/20,0,10,15,20,20,25,30
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_Sejuani,Sejuani,Fury of the North,ChillDuration,4,4,4,4,4,4,4,4
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_Sejuani,Sejuani,Fury of the North,Damage,160/240/1200,0,160,240,1200,0,0,0
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_Sejuani,Sejuani,Fury of the North,PercentHealth,0.01/0.01/0.1,0.01,0.01,0.01,0.1,0.02,0.02,0.02
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_Sejuani,Sejuani,Fury of the North,Shield,600/700/2000,0,600,700,2000,0,0,0
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_Sejuani,Sejuani,Fury of the North,ShieldDuration,4,4,4,4,4,4,4,4
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_Sett,Sett,Facebreaker,Damage,180/270/420,0,180,270,420,2,2,2
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_Sett,Sett,Facebreaker,SoloBonus,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_Sett,Sett,Facebreaker,StunDuration,1.25/1.5/2,1,1.25,1.5,2,3,3.5,4
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_Sett,Sett,Facebreaker,TooltipIoniaBonus,180,180,180,180,180,180,180,180
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_Shen,Shen,Ki Barrier,AllyShieldAmount,225/275/1500,0,225,275,1500,0,0,0
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_Shen,Shen,Ki Barrier,ChillAmount,40,40,40,40,40,40,40,40
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_Shen,Shen,Ki Barrier,ChillDuration,3,3,3,3,3,3,3,3
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_Shen,Shen,Ki Barrier,MagicDamage,240/360/2500,0,240,360,2500,0,0,0
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_Shen,Shen,Ki Barrier,SelfShieldAmount,350/450/2000,0,350,450,2000,0,0,0
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_Shen,Shen,Ki Barrier,ShieldDuration,4,4,4,4,4,4,4,4
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_Shen,Shen,Ki Barrier,TooltipIoniaBonus,8,8,8,8,8,8,8,8
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_Silco,Silco,Undercity Tactics,HealPerSec,20/25/120,0,20,25,120,0,0,0
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_Silco,Silco,Undercity Tactics,ShimmerDamagePerSec,65/100/400,0,65,100,400,0,0,0
