set_label,set_number,set_stage,set_mutator,set_name_ingame,patch,champion_api_name,champion_name,cost,role,traits,ability_name,mana_cost,initial_mana,ability_desc_resolved,ability_desc_raw,variable_count
Set 8.5,8,mid,TFTSet8_Stage2,Set8,13.12,TFT5_EmblemArmoryKey,Tome of Traits,8,,,Tome of Traits,100,0,Drag this Tome to the Shop to open an Armory full of emblems! You will have 30 seconds to choose.,Drag this Tome to the Shop to open an Armory full of emblems! You will have 30 seconds to choose.,1
Set 8.5,8,mid,TFTSet8_Stage2,Set8,13.12,TFT8_Boss_Urgot,Giant Crabgot,11,,,Undertow,300,0,"PASSIVE: Urgot focuses fire on the nearest enemy, raining blasts into them that deal physical damage.ACTIVE: Urgot summons 2 gigantic waves from above and below that converge towards the center of the board and each deal @ModifiedDamage@ magic damage. The force of the wave knocks back enemies 1 hex and stuns them for 2 seconds.","PASSIVE: Urgot focuses fire on the nearest enemy, raining blasts into them that deal physical damage.<br><br>ACTIVE: Urgot summons 2 gigantic waves from above and below that converge towards the center of the board and each deal @ModifiedDamage@ magic damage. The force of the wave knocks back enemies 1 hex and stuns them for @StunDuration@ seconds.",3
Set 8.5,8,mid,TFTSet8_Stage2,Set8,13.12,TFT6_MercenaryChest,Mercenary Chest,11,,,Mercenary Chest,12,0,This chest stores all of the accumulated loot you've collected. Win a combat against a player to open it!,This chest stores all of the accumulated loot you've collected. Win a combat against a player to open it!,1
Set 8.5,8,mid,TFTSet8_Stage2,Set8,13.12,TFT8_Boss_Morgana,Nemesis Morgana,11,,,Corrupted Ooze,120,0,PASSIVE: Morgana's damaging attacks and abilities 50% Shred and Sunder enemies.ACTIVE: Morgana spawns growing toxic pools under random targets for 6 seconds. The pools deal @TotalDamage@ magic damage every second and heal Morgana for 50% of the damage dealt.Sunder: reduce ArmorShred: reduce Magic Resist,PASSIVE: Morgana's damaging attacks and abilities 50% <TFTKeyword>Shred</TFTKeyword> and <TFTKeyword>Sunder</TFTKeyword> enemies.<br><br>ACTIVE: Morgana spawns growing toxic pools under random targets for @Duration@ seconds. The pools deal @TotalDamage@ magic damage every second and heal Morgana for @OmnivampPercent*100@% of the damage dealt.<br><br><tftitemrules><tftbold>Sunder</tftbold>: reduce Armor<br><tftbold>Shred</tftbold>: reduce Magic Resist</tftitemrules>,3
Set 8.5,8,mid,TFTSet8_Stage2,Set8,13.12,TFT8_PranksterDummy,Target Dummy,11,,,On Duty!,150,0,The Training Dummy cannot move or attack. It is also dressed like a devilishly handsome Yordle.,The Training Dummy cannot move or attack. It is also dressed like a devilishly handsome Yordle.,0
Set 8.5,8,mid,TFTSet8_Stage2,Set8,13.12,TFT8_Boss_AurelionSol,Volcanic Sol,11,,,Meteor Shower,300,0,"PASSIVE: Aurelion Sol's attacks 30% Burn his target and a random ally.ACTIVE: Aurelion Sol calls down 10 meteors on random enemies. Meteors deal @ModifiedDamage@ magic damage, then 30% Burn and 50% Wound enemies for 10 seconds. Burn: deals some of the target's maximum Health as true damageWound: reduces healing received","PASSIVE: Aurelion Sol's attacks @PercentBurn@% <TFTKeyword>Burn</TFTKeyword> his target and a random ally.<br><br>ACTIVE: Aurelion Sol calls down @NumMeteors@ meteors on random enemies. Meteors deal @ModifiedDamage@ magic damage, then @PercentBurn@% <TFTKeyword>Burn</TFTKeyword> and  @HealingReduction@% <TFTKeyword>Wound</TFTKeyword> enemies for @Duration@ seconds. <br><br><tftitemrules><tftbold>Burn</tftbold>: deals some of the target's maximum Health as true damage<br><tftbold>Wound</tftbold>: reduces healing received</tftitemrules>",5
Set 8.5,8,mid,TFTSet8_Stage2,Set8,13.12,TFT8_Zac,Zac,11,,,Unstable Matter,100,0,"Zac bounces into the air and slams down, dealing @ModifiedDamage@ + 20% of his current Health as magic damage to nearby enemies. Then he heals 20% of his missing Health.","Zac bounces into the air and slams down, dealing @ModifiedDamage@ + @HPPercentDamage*100@% of his current Health as magic damage to nearby enemies. Then he heals @HPPercentHeal*100@% of his missing Health.",3
Set 9,9,base,TFTSet9,Set9,13.18,TFT9_Cassiopeia,Cassiopeia,1,APCaster,Noxus|Shurima|Invoker,Twin Fang,30,0,"Deal @ModifiedBaseDamage@ ((scaleAP)) magic damage to the current target and Wound them for 5 seconds. If they are already Wounded, deal @BonusDamage@ ((scaleAP)) bonus magic damage.Wound: Reduce healing received by 33%","Deal <magicDamage>@ModifiedBaseDamage@ (%i:scaleAP%)</magicDamage> magic damage to the current target and <TFTKeyword>Wound</TFTKeyword> them for @WoundDuration@ seconds. If they are already <TFTKeyword>Wounded</TFTKeyword>, deal <magicDamage>@BonusDamage@ (%i:scaleAP%)</magicDamage> bonus magic damage.<br><br><rules><tftbold>Wound:</tftbold> Reduce healing received by 33%</rules>",4
Set 9,9,base,TFTSet9,Set9,13.18,TFT9_ChoGath,Cho'Gath,1,APTank,Void|Bruiser,Feast,80,20,"Deal @TotalDamage@ ((scaleHealth)(scaleAP)) magic damage to the lowest Health enemy in range. If this kills them, devour them and permanently gain 30/35/40 maximum Health (doubled in Hyper Roll). (Current Bonus: +@TFTUnitProperty.:TFT9_ChoGathBonusHealth@ Health)","Deal <magicDamage>@TotalDamage@ (%i:scaleHealth%%i:scaleAP%)</magicDamage> magic damage to the lowest Health enemy in range. If this kills them, devour them and permanently gain <scaleHealth>@BonusHealthOnKill@</scaleHealth> maximum Health <rules>(doubled in Hyper Roll)</rules>. <br><br><rules>(Current Bonus: +@TFTUnitProperty.:TFT9_ChoGathBonusHealth@ Health)</rules>",3
Set 9,9,base,TFTSet9,Set9,13.18,TFT9_Irelia,Irelia,1,APTank,Ionia|Challenger,Defiant Dance,80,40,"Enter a defensive stance and gain @ModifiedShield@ ((scaleAP)) Shield that rapidly decays over 3 seconds. When it expires, deal @ModifiedBaseStrikeDamage@ ((scaleAP)) magic damage + 30% of the damage absorbed to enemies around and in front of Irelia.Ionia Bonus: +25 Armor and Magic Resist","Enter a defensive stance and gain <TFTBonus>@ModifiedShield@ (%i:scaleAP%)</TFTBonus> Shield that rapidly decays over @ShieldDuration@ seconds. When it expires, deal <magicDamage>@ModifiedBaseStrikeDamage@ (%i:scaleAP%)</magicDamage> magic damage + <magicDamage>@PercentShieldDamage*100@%</magicDamage> of the damage absorbed to enemies around and in front of Irelia.<br><br>Ionia Bonus: <TFTBonus>+@TooltipIoniaBonus@</TFTBonus> Armor and Magic Resist",5
Set 9,9,base,TFTSet9,Set9,13.18,TFT9_Jhin,Jhin,1,ADCarry,Ionia|Vanquisher,Curtain Call,124,44,Take aim at the current target and deal @TotalDamage@ ((scaleAD)(scaleAP)) physical damage to enemies in a line; each hit reduces damage by 40%.Ionia Bonus: +25% Attack Damage,Take aim at the current target and deal <physicalDamage>@TotalDamage@ (%i:scaleAD%%i:scaleAP%)</physicalDamage> physical damage to enemies in a line; each hit reduces damage by @FalloffPercent*100@%.<br><br>Ionia Bonus: <TFTBonus>+@TooltipIoniaBonus@%</TFTBonus> Attack Damage,6
Set 9,9,base,TFTSet9,Set9,13.18,TFT9_Kayle,Kayle,1,APCarry,Demacia|Slayer,Divine Ascent,0,0,Passive: Gains new Passive effects as your Tactician levels up.Level 1: Attacks deal @ModifiedMagicDamage@ ((scaleAP)) bonus magic damage.Level 6: Every 3rd attack launches a wave that deals @AscensionModifiedMagicDamage@ ((scaleAP)) magic damage and 20% Shreds enemies for 3 seconds.Level 9: Every attack launches a wave and they travel farther.Shred: Reduce Magic Resist,<spellPassive>Passive:</spellPassive> Gains new Passive effects as your Tactician levels up.<br><spellActive>Level 1:</spellActive> Attacks deal <magicDamage>@ModifiedMagicDamage@ (%i:scaleAP%)</magicDamage> bonus magic damage.<br><spellActive>Level @FirstAscensionLevel@:</spellActive> Every 3rd attack launches a wave that deals <magicDamage>@AscensionModifiedMagicDamage@ (%i:scaleAP%)</magicDamage> magic damage and @ShredAmount@% <TFTKeyword>Shreds</TFTKeyword> enemies for @ShredDuration@ seconds.<br><spellActive>Level @SecondAscensionLevel@:</spellActive> Every attack launches a wave and they travel farther.<br><br><rules><tftbold>Shred:</tftbold> Reduce Magic Resist</rules>,6
Set 9,9,base,TFTSet9,Set9,13.18,TFT9_Malzahar,Malzahar,1,APCaster,Void|Sorcerer,Call of the Void,50,0,Open two portals near the current target. Destroy 50% of Shields and deal @ModifiedDamage@ ((scaleAP)) magic damage to all enemies caught between the portals.,Open two portals near the current target. Destroy @PercentShieldDestruction*100@% of Shields and deal <magicDamage>@ModifiedDamage@ (%i:scaleAP%)</magicDamage> magic damage to all enemies caught between the portals.,2
Set 9,9,base,TFTSet9,Set9,13.18,TFT9_Maokai,Maokai,1,APTank,Shadow Isles|Bastion,Sap Magic,125,50,"Passive: Whenever an enemy uses their Ability, gain 5 Mana.Active: On next attack, heal for @ModifiedHeal@ ((scaleAP)).","<spellPassive>Passive:</spellPassive> Whenever an enemy uses their Ability, gain <TFTBonus>@BonusManaOnCast@</TFTBonus> Mana.<br><br><spellActive>Active:</spellActive> On next attack, heal for <scaleHealth>@ModifiedHeal@ (%i:scaleAP%)</scaleHealth>.",3
Set 9,9,base,TFTSet9,Set9,13.18,TFT9_Orianna,Orianna,1,APCaster,Piltover|Sorcerer,Command: Protect,90,40,Grant the lowest Health ally @ModifiedShielding@ ((scaleAP)) Shield for 4 seconds and empowers Orianna's next attack to deal @ModifiedDamage@ ((scaleAP)) bonus magic damage.,Grant the lowest Health ally <TFTBonus>@ModifiedShielding@ (%i:scaleAP%)</TFTBonus> Shield for @ShieldDuration@ seconds and empowers Orianna's next attack to deal <magicDamage>@ModifiedDamage@ (%i:scaleAP%)</magicDamage> bonus magic damage.,3
Set 9,9,base,TFTSet9,Set9,13.18,TFT9_Poppy,Poppy,1,APTank,Demacia|Bastion,Steadfast Hammer,90,30,Gain @ModifiedShieldAmount@ ((scaleAP)) Shield for 4 seconds. Deal @ModifiedMagicDamage@ ((scaleAP)) magic damage to the current target.,Gain <TFTBonus>@ModifiedShieldAmount@ (%i:scaleAP%)</TFTBonus> Shield for @ShieldDuration@ seconds. Deal <magicDamage>@ModifiedMagicDamage@ (%i:scaleAP%)</magicDamage> magic damage to the current target.,7
Set 9,9,base,TFTSet9,Set9,13.18,TFT9_Renekton,Renekton,1,APTank,Shurima|Bruiser,Cull the Meek,110,50,Deal @ModifiedDamage@ ((scaleAP)) magic damage to adjacent enemies. Heal @ModifiedInitialHeal@ ((scaleAP)) for the first enemy hit and another @ModifiedKickerHeal@ ((scaleAP)) for each additional one.,Deal <magicDamage>@ModifiedDamage@ (%i:scaleAP%)</magicDamage> magic damage to adjacent enemies. Heal <scaleHealth>@ModifiedInitialHeal@ (%i:scaleAP%)</scaleHealth> for the first enemy hit and another <scaleHealth>@ModifiedKickerHeal@ (%i:scaleAP%)</scaleHealth> for each additional one.,4
Set 9,9,base,TFTSet9,Set9,13.18,TFT9_Samira,Samira,1,ADCarry,Noxus|Challenger,Flair,30,0,Shoot at the current target and deal @TotalDamage@ ((scaleAD)) to the first enemy hit. Reduce their Armor by @ModifiedArmorShred@ ((scaleAP)) for the rest of combat.,Shoot at the current target and deal <physicalDamage>@TotalDamage@ (%i:scaleAD%)</physicalDamage> to the first enemy hit. Reduce their Armor by <TFTBonus>@ModifiedArmorShred@ (%i:scaleAP%)</TFTBonus> for the rest of combat.,2
Set 9,9,base,TFTSet9,Set9,13.18,TFT_TrainingDummy,Target Dummy,1,,,On Duty!,0,0,The Training Dummy cannot move or attack. It is also dressed like a devilishly handsome Yordle.,The Training Dummy cannot move or attack. It is also dressed like a devilishly handsome Yordle.,0
Set 9,9,base,TFTSet9,Set9,13.18,TFT9_Tristana,Tristana,1,ADCarry,Yordle|Gunner,Rapid Fire,40,0,"Gain @ModifiedAttackSpeed@ ((scaleAP)) Attack Speed for 4 seconds. For the duration, attacks explode on impact and deal @BonusDamage@ ((scaleAD)) physical damage to enemies within 1 hex.4-Star Upgrade: Every 10th attack deals @4StarShotDamage@ ((scaleAD)) bonus physical damage and ricochets to the largest clump of enemies, dealing @ExplosionDamage@ ((scaleAD)) physical damage to enemies within 1 hex.","Gain <TFTBonus>@ModifiedAttackSpeed@ (%i:scaleAP%)</TFTBonus> Attack Speed for @Duration@ seconds. For the duration, attacks explode on impact and deal <physicalDamage>@BonusDamage@ (%i:scaleAD%)</physicalDamage> physical damage to enemies within 1 hex.<br><br>4-Star Upgrade: Every @NumberOfAttacks@th attack deals <physicalDamage>@4StarShotDamage@ (%i:scaleAD%)</physicalDamage> bonus physical damage and ricochets to the largest clump of enemies, dealing <physicalDamage>@ExplosionDamage@ (%i:scaleAD%)</physicalDamage> physical damage to enemies within 1 hex.",7
Set 9,9,base,TFTSet9,Set9,13.18,TFT9_Viego,Viego,1,APReaper,Shadow Isles|Rogue,Blade of the Ruined King,50,0,"Deal @ModifiedStabDamage@ ((scaleAP)) magic damage to the current target. For the rest of combat, Viego's attacks deal @ModifiedStackingDamage@ ((scaleAP)) bonus stacking magic damage.(Current Bonus: +@TFTUnitProperty.:TFT9_ViegoBonusDamage@ magic damage)","Deal <magicDamage>@ModifiedStabDamage@ (%i:scaleAP%)</magicDamage> magic damage to the current target. For the rest of combat, Viego's attacks deal <magicDamage>@ModifiedStackingDamage@ (%i:scaleAP%)</magicDamage> bonus stacking magic damage.<br><br><rules>(Current Bonus: +@TFTUnitProperty.:TFT9_ViegoBonusDamage@ magic damage)</rules>",3
Set 9,9,base,TFTSet9,Set9,13.18,TFT_Voidspawn,Voidspawn,1,,,Voidborn,0,0,The Voidspawn gains bonus Health and Attack Damage based on the current Stage.,The Voidspawn gains bonus Health and Attack Damage based on the current Stage. ,0
Set 9,9,base,TFTSet9,Set9,13.18,TFT9_Ashe,Ashe,2,ADCarry,Freljord|Vanquisher,Volley,70,20,"Fire 8 arrows in a cone, each dealing @ArrowDamage@ ((scaleAD)) physical damage to the first enemy hit and Chilling them for @ModifiedDuration@ ((scaleAP)) seconds.Chill: Reduce Attack Speed by 30%","Fire @Shots@ arrows in a cone, each dealing <physicalDamage>@ArrowDamage@ (%i:scaleAD%)</physicalDamage> physical damage to the first enemy hit and <TFTKeyword>Chilling</TFTKeyword> them for <TFTBonus>@ModifiedDuration@ (%i:scaleAP%)</TFTBonus> seconds.<br><br><rules><tftbold>Chill:</tftbold> Reduce Attack Speed by @Chill@%</rules>",5
Set 9,9,base,TFTSet9,Set9,13.18,TFT9_Galio,Galio,2,APTank,Demacia|Invoker,Shield of Durand,120,60,"Reduce damage taken by 25/25/35% and heal for @ModifiedHeal@ ((scaleAP)) over 2.5 seconds. After, deal @ModifiedDamage@ ((scaleAP)) magic damage to adjacent enemies.","Reduce damage taken by @DamageResist*100@% and heal for <scaleHealth>@ModifiedHeal@ (%i:scaleAP%)</scaleHealth> over @Duration@ seconds. After, deal <magicDamage>@ModifiedDamage@ (%i:scaleAP%)</magicDamage> magic damage to adjacent enemies.",5
Set 9,9,base,TFTSet9,Set9,13.18,TFT9_Jinx,Jinx,2,ADCarry,Zaun|Gunner,Fishbones!,70,10,Fire 5 rockets at random enemies within 2 hexes of the current target. Each rocket deals @TotalDamage@ ((scaleAD)(scaleAP)) physical damage.,Fire @NumberOfRockets@ rockets at random enemies within @HexRadius@ hexes of the current target. Each rocket deals <physicalDamage>@TotalDamage@ (%i:scaleAD%%i:scaleAP%)</physicalDamage> physical damage.,5
Set 9,9,base,TFTSet9,Set9,13.18,TFT9_Kassadin,Kassadin,2,APTank,Void|Bastion,Force Pulse,100,50,"Gain @ModifiedShield@ ((scaleAP)) Shield for 4 seconds. Deal @ModifiedDamage@ ((scaleAP)) magic damage to enemies in a cone and Disarm them for 1.5/1.75/2 seconds.Disarm: Cannot move or attack, but CAN cast spells","Gain <TFTBonus>@ModifiedShield@ (%i:scaleAP%)</TFTBonus> Shield for @ShieldDuration@ seconds. Deal <magicDamage>@ModifiedDamage@ (%i:scaleAP%)</magicDamage> magic damage to enemies in a cone and <TFTKeyword>Disarm</TFTKeyword> them for <scaleLevel>@DisarmDuration@</scaleLevel> seconds.<br><br><tftitemrules><tftbold>Disarm:</tftbold> Cannot move or attack, but CAN cast spells</tftitemrules>",4
Set 9,9,base,TFTSet9,Set9,13.18,TFT9_Kled,Kled,2,ADFighter,Noxus|Yordle|Slayer,Skaaaaaaarl!,175,0,"Passive: Start combat with @Shield@ ((scaleHealth)) Shield. When it expires, dismount and gain @ModifiedAttackSpeedPercent@ ((scaleAP)) stacking Attack Speed for the rest of combat.Active: Remount and gain @Shield@ ((scaleHealth)) Shield.4-Star Upgrade: Execute enemies under 25% Health.","<spellPassive>Passive:</spellPassive> Start combat with <TFTBonus>@Shield@ (%i:scaleHealth%)</TFTBonus> Shield. When it expires, dismount and gain <TFTBonus>@ModifiedAttackSpeedPercent@ (%i:scaleAP%)</TFTBonus> stacking Attack Speed for the rest of combat.<br><br><spellActive>Active:</spellActive> Remount and gain <TFTBonus>@Shield@ (%i:scaleHealth%)</TFTBonus> Shield.<br><br>4-Star Upgrade: Execute enemies under @ExecuteThreshold@% Health.",3
Set 9,9,base,TFTSet9,Set9,13.18,TFT9_Sett,Sett,2,APTank,Ionia|Juggernaut,Facebreaker,90,40,"Grab an enemy from either side and slam them together, knocking them up. Deals @ModifiedDamage@ ((scaleAP)) magic damage and Stuns them for 1.25/1.5/2 seconds. If only one enemy is grabbed, the damage and Stun duration are increased by 50%.Ionia Bonus: +200 max Health","Grab an enemy from either side and slam them together, knocking them up. Deals <magicDamage>@ModifiedDamage@ (%i:scaleAP%)</magicDamage> magic damage and <TFTKeyword>Stuns</TFTKeyword> them for <scaleLevel>@StunDuration@</scaleLevel> seconds. <br><br>If only one enemy is grabbed, the damage and <TFTKeyword>Stun</TFTKeyword> duration are increased by @SoloBonus*100@%.<br><br>Ionia Bonus: <scaleHealth>+@TooltipIoniaBonus@</scaleHealth> max Health",4
Set 9,9,base,TFTSet9,Set9,13.18,TFT9_Soraka,Soraka,2,APCaster,Targon|Invoker,Astral Infusion,90,30,"Heal the lowest health ally for @ModifiedHeal@ ((scaleAP)). If the ally is below 50% Health, heal them for an additional @TooltipBonusHeal@ ((scaleAP)). Over the next 5 seconds, 5 stars hit the enemy closest to them. Each deals @ModifiedMagicDamage@ ((scaleAP)) magic damage.","Heal the lowest health ally for <scaleHealth>@ModifiedHeal@ (%i:scaleAP%)</scaleHealth>. If the ally is below @EmpoweredHealThreshold*100@% Health, heal them for an additional <scaleHealth>@TooltipBonusHeal@ (%i:scaleAP%)</scaleHealth>. <br><br>Over the next @Duration@ seconds, @NumberOfStars@ stars hit the enemy closest to them. Each deals <magicDamage>@ModifiedMagicDamage@ (%i:scaleAP%)</magicDamage> magic damage.",6
Set 9,9,base,TFTSet9,Set9,13.18,TFT9_Swain,Swain,2,APTank,Noxus|Strategist|Sorcerer,Demonflare,135,60,"Transform and gain @ModifiedBonusHealth@ ((scaleAP)) max Health. While transformed, deal @ModifiedDamage@ ((scaleAP)) magic damage to enemies within 2 hexes every second.If already transformed, gain an additional @ModifiedSecondaryBonusHealth@ ((scaleAP)) max Health and deal @ModifiedSecondaryDamage@ ((scaleAP)) magic damage to enemies within.","Transform and gain <scaleHealth>@ModifiedBonusHealth@ (%i:scaleAP%)</scaleHealth> max Health. While transformed, deal <magicDamage>@ModifiedDamage@ (%i:scaleAP%)</magicDamage> magic damage to enemies within 2 hexes every second.<br><br>If already transformed, gain an additional <scaleHealth>@ModifiedSecondaryBonusHealth@ (%i:scaleAP%)</scaleHealth> max Health and deal <magicDamage>@ModifiedSecondaryDamage@ (%i:scaleAP%)</magicDamage> magic damage to enemies within.",5
Set 9,9,base,TFTSet9,Set9,13.18,TFT9_Taliyah,Taliyah,2,APCaster,Shurima|Multicaster,Seismic Shove,60,20,"Passive: Whenever an enemy is knocked up or back by anything, throw a boulder towards them. It deals @ModifiedBoulderDamage@ ((scaleAP)) magic damage to the first enemy hit.Active: Deal @ModifiedSpellDamage@ ((scaleAP)) magic damage to the current target and knock them up, Stunning them for 2 seconds.","<spellPassive>Passive:</spellPassive> Whenever an enemy is knocked up or back by anything, throw a boulder towards them. It deals <magicDamage>@ModifiedBoulderDamage@ (%i:scaleAP%)</magicDamage> magic damage to the first enemy hit.<br><br><spellActive>Active:</spellActive> Deal <magicDamage>@ModifiedSpellDamage@ (%i:scaleAP%)</magicDamage> magic damage to the current target and knock them up, <TFTKeyword>Stunning</TFTKeyword> them for @KnockupDuration@ seconds.",3
Set 9,9,base,TFTSet9,Set9,13.18,TFT9_Teemo,Teemo,2,APCaster,Yordle|Strategist|Multicaster,Noxious Trap,50,0,"Hurl an explosive heat-seeking mushroom at the current target. When it detonates, enemies within 1 hex are Wounded and dealt @ModifiedDamage@ ((scaleAP)) magic damage over 3 seconds.4-Star Upgrade: Increase the explosion radius by 1 hex.Wound: Reduce healing received by 33%","Hurl an explosive heat-seeking mushroom at the current target. When it detonates, enemies within 1 hex are <TFTKeyword>Wounded</TFTKeyword> and dealt <magicDamage>@ModifiedDamage@ (%i:scaleAP%)</magicDamage> magic damage over @Duration@ seconds.<br><br>4-Star Upgrade: Increase the explosion radius by 1 hex.<br><br><rules><tftbold>Wound:</tftbold> Reduce healing received by 33%</rules>",5
Set 9,9,base,TFTSet9,Set9,13.18,TFT9_Vi,Vi,2,ADTank,Piltover|Bruiser,Blast Shield,80,0,Gain @ModifiedShieldAmount@ ((scaleAP)) Shield for 4 seconds. Deal @TotalDamage@ ((scaleAD)) physical damage to enemies within 1 hex of the current target and 20% Sunder them for 4 seconds.Sunder: Reduce Armor,Gain <TFTBonus>@ModifiedShieldAmount@ (%i:scaleAP%)</TFTBonus> Shield for @ShieldDuration@ seconds. Deal <physicalDamage>@TotalDamage@ (%i:scaleAD%)</physicalDamage> physical damage to enemies within 1 hex of the current target and @ArmorShredPercent*100@% <TFTKeyword>Sunder</TFTKeyword> them for @ArmorShredDuration@ seconds.<br><br><tftitemrules><tftbold>Sunder:</tftbold> Reduce Armor</tftitemrules><br>,5
Set 9,9,base,TFTSet9,Set9,13.18,TFT9_Warwick,Warwick,2,ADTank,Zaun|Juggernaut|Challenger,Primal Howl,90,40,"Passive: Attacks heal for @ModifiedHealAmount@ ((scaleAP)).Active: Gain 100% Attack Speed for 2.5 seconds. Then, Stun adjacent enemies for 1.25/1.5/2 seconds.","<spellPassive>Passive:</spellPassive> Attacks heal for <scaleHealth>@ModifiedHealAmount@ (%i:scaleAP%)</scaleHealth>.<br><br><spellActive>Active:</spellActive> Gain @BonusAttackSpeed*100@% Attack Speed for @Duration@ seconds. Then, <TFTKeyword>Stun</TFTKeyword> adjacent enemies for <scaleLevel>@StunDuration@</scaleLevel> seconds.",4
Set 9,9,base,TFTSet9,Set9,13.18,TFT9_Zed,Zed,2,ADReaper,Ionia|Rogue|Slayer,Living Shadow,70,0,"Create a shadow at the furthest enemy within @SpellRangeTooltip@ ((scaleRange)) hexes. Zed and his shadow slash adjacent enemies, dealing @TotalDamage@ ((scaleAD)(scaleAP)) physical damage. Ionia Bonus: +15% Critical Strike Chance and Critical Strike Damage","Create a shadow at the furthest enemy within <TFTBonus>@SpellRangeTooltip@ (%i:scaleRange%)</TFTBonus> hexes. Zed and his shadow slash adjacent enemies, dealing <physicalDamage>@TotalDamage@ (%i:scaleAD%%i:scaleAP%)</physicalDamage> physical damage. <br><br>Ionia Bonus: <TFTBonus>+@TooltipIoniaBonus@%</TFTBonus> Critical Strike Chance and Critical Strike Damage",4
Set 9,9,base,TFTSet9,Set9,13.18,TFT9_Akshan,Akshan,3,ADCarry,Shurima|Deadeye,Comeuppance,110,30,Lock on to the farthest enemy and unleash a hail of 6 shots toward them. Each deals@TotalDamage@ ((scaleAD)(scaleAP)) physical damage to the first enemy hit.,Lock on to the farthest enemy and unleash a hail of @NumBullets@ shots toward them. Each deals<br><physicalDamage>@TotalDamage@ (%i:scaleAD%%i:scaleAP%)</physicalDamage> physical damage to the first enemy hit.,4
Set 9,9,base,TFTSet9,Set9,13.18,TFT9_Darius,Darius,3,ADFighter,Noxus|Juggernaut|Vanquisher,Noxian Guillotine,90,30,"Deal @TotalDamage@ ((scaleAD)(scaleAP)) physical damage to the current target. If they die, immediately cast this again with 82/85/90% damage.","Deal <physicalDamage>@TotalDamage@ (%i:scaleAD%%i:scaleAP%)</physicalDamage> physical damage to the current target. If they die, immediately cast this again with <scaleLevel>@PercentDamageFalloff*100@%</scaleLevel> damage.",4
Set 9,9,base,TFTSet9,Set9,13.18,TFT9_Ekko,Ekko,3,APReaper,Zaun|Piltover|Rogue,Phase Dive,45,0,Heal 20% of damage taken in the last 4 seconds and deal @ModifiedDamage@ ((scaleAP)) magic damage to the current target.,Heal <scaleHealth>@HealPercent*100@%</scaleHealth> of damage taken in the last @RewindTime@ seconds and deal <magicDamage>@ModifiedDamage@ (%i:scaleAP%)</magicDamage> magic damage to the current target.,4
Set 9,9,base,TFTSet9,Set9,13.18,TFT9_Garen,Garen,3,ADFighter,Demacia|Juggernaut,Judgement,80,0,Spin @SpinsTooltip@ ((scaleAS)) times every second for the next @ModifiedDuration@ ((scaleAP)) seconds. Each spin deals @TotalDamage@ ((scaleAD)) physical damage to adjacent enemies.,Spin <TFTBonus>@SpinsTooltip@ (%i:scaleAS%)</TFTBonus> times every second for the next <TFTBonus>@ModifiedDuration@ (%i:scaleAP%)</TFTBonus> seconds. Each spin deals <physicalDamage>@TotalDamage@ (%i:scaleAD%)</physicalDamage> physical damage to adjacent enemies.,5
Set 9,9,base,TFTSet9,Set9,13.18,TFT9_Jayce,Jayce,3,ADCaster,Piltover|Gunner,Acceleration Blast,80,30,Grant @ModifiedEnhancedAttackSpeed@ ((scaleAP)) Attack Speed to Jayce and @ModifiedPercentAttackSpeed@ ((scaleAP)) to the allies on his left and right for 3 seconds. Fire a blast at the current target that explodes on the first enemy hit. It deals @TotalDamage@ ((scaleAD)) physical damage to enemies near the blast.,Grant <TFTBonus>@ModifiedEnhancedAttackSpeed@ (%i:scaleAP%)</TFTBonus> Attack Speed to Jayce and <TFTBonus>@ModifiedPercentAttackSpeed@ (%i:scaleAP%)</TFTBonus> to the allies on his left and right for @Duration@ seconds. Fire a blast at the current target that explodes on the first enemy hit. It deals <physicalDamage>@TotalDamage@ (%i:scaleAD%)</physicalDamage> physical damage to enemies near the blast.,6
Set 9,9,base,TFTSet9,Set9,13.18,TFT9_Kalista,Kalista,3,APCarry,Shadow Isles|Challenger,Pierce and Rend,80,0,"Passive: Attacks impale a spear in the target, which deals @ModifiedDamage@ ((scaleAP)) true damage when removed. Kalista rips the spears out if it would kill the target.Active: Impale 6 spears in the current target.","<spellPassive>Passive:</spellPassive> Attacks impale a spear in the target, which deals <trueDamage>@ModifiedDamage@ (%i:scaleAP%)</trueDamage> true damage when removed. Kalista rips the spears out if it would kill the target.<br><br><spellActive>Active:</spellActive> Impale @NumSpears@ spears in the current target.",2
Set 9,9,base,TFTSet9,Set9,13.18,TFT9_Karma,Karma,3,APCaster,Ionia|Invoker,Inner Flame,50,0,"Fire a burst of energy that explodes upon impact, dealing @ModifiedDamage@ ((scaleAP)) magic damage to adjacent enemies. Every third cast launches 3 bursts.Ionia Bonus: +20 Ability Power","Fire a burst of energy that explodes upon impact, dealing <magicDamage>@ModifiedDamage@ (%i:scaleAP%)</magicDamage> magic damage to adjacent enemies. Every third cast launches @EmpoweredBursts@ bursts.<br><br>Ionia Bonus: <TFTBonus>+@TooltipIoniaBonus@</TFTBonus> Ability Power",3
